name;sum_pN;sum_pS;ratio;stars;pvalue;fdr
gfam_10;380.138809049504;1613.15990118011;0.235648560797607;***;4.71658436790879e-10;2.99551524978404e-09
gfam_100;174.339877437292;1019.25292124186;0.171046728249625; ;0.316262378509854;0.716661737831066
gfam_1000;89.7185145718892;666.86701844414;0.134537339665126; ;0.964648687137079;1
gfam_10000;144.2882895202;1151.16978269449;0.125340581110869; ;0.999274870543495;1
gfam_10001;250.723538733884;610.780880450652;0.410496704724765;***;3.10530077120371e-30;6.54228067793631e-29
gfam_10002;591.922161398711;1445.12741043342;0.409598598106436;***;2.05013376243582e-68;2.38549050541041e-66
gfam_10003;106.880896069917;322.174043141876;0.331748936157621;***;1.76234145188928e-09;1.06742008759846e-08
gfam_10004;154.508363815305;392.783400577786;0.393367855128355;***;4.6060303439623e-18;4.99728681372744e-17
gfam_10005;54.0648843187657;426.005034033708;0.126911374278473; ;0.970260544527804;1
gfam_10006;15.5771168046251;188.863133140866;0.0824783352132927; ;0.997974088004123;1
gfam_10007;127.866753860221;611.527117859859;0.209094167904952;* ;0.00788948556272811;0.024507064754367
gfam_10008;161.543418009973;502.810714338628;0.321280779035225;***;1.26393904277615e-12;9.5991250775628e-12
gfam_10009;69.7776619951717;663.610886072044;0.105148458923256; ;0.999916340779923;1
gfam_1001;76.6380910919774;1316.41950222791;0.0582170736321326; ;1;1
gfam_10010;238.975989430008;773.60785906613;0.308911015612601;***;4.17382370280756e-16;3.98919412379113e-15
gfam_10011;62.4410361408696;579.096585868486;0.107824908080273; ;0.999679151098775;1
gfam_10012;216.282639505194;430.151429046128;0.502805814186894;***;1.50618712763109e-35;4.27359537801904e-34
gfam_10013;219.752038005775;816.742270582458;0.269059219683903;***;2.77184962729413e-10;1.79364126647814e-09
gfam_10014;91.8798964509304;796.525741015676;0.11535081883703; ;0.99961720345479;1
gfam_10015;594.397833606965;1428.2894120259;0.416160638454826;***;1.74024921532426e-70;2.1428719221318e-68
gfam_10016;38.4835049747184;335.44333468169;0.114724309580443; ;0.989656207189923;1
gfam_10017;49.4773698140397;147.000898671355;0.336578689390564;***;3.51689839785221e-05;0.000145815045374173
gfam_10018;61.1701386762876;442.878840579844;0.138119352453597; ;0.911010580896087;1
gfam_10019;89.8676907132255;246.541082093366;0.364514059685973;***;9.01188244753889e-10;5.58912983286728e-09
gfam_1002;57.5317786339869;473.259603161132;0.121564947123532; ;0.986417598747151;1
gfam_10020;199.364362842228;406.49002993262;0.490453266160734;***;8.14567555592972e-32;1.8818142636768e-30
gfam_10021;83.737794031817;266.829664815752;0.313824904324781;***;5.78133973345526e-07;2.83874300578448e-06
gfam_10022;60.5591426639763;386.860776794815;0.156539887981706; ;0.629117705457552;1
gfam_10023;141.652880143659;904.642735042586;0.156584333965818; ;0.694427709185418;1
gfam_10024;239.797051298968;658.745298490625;0.364020892214961;***;2.86094597751772e-23;4.20456290067871e-22
gfam_10025;146.333944133463;496.469467621629;0.294749130967683;***;2.43653690157648e-09;1.45698243859946e-08
gfam_10026;106.839698763785;321.543642967278;0.332271220720906;***;1.76233312869557e-09;1.06742008759846e-08
gfam_10027;42.3632588579198;214.63270129137;0.197375603079283; ;0.168396869720916;0.41001679759462
gfam_10028;102.201847270623;390.922544045017;0.261437588666809;***;3.8657689593395e-05;0.000159653362785096
gfam_10029;46.6161906010697;270.107353494889;0.172583937452676; ;0.372881999659877;0.826938695870995
gfam_1003;358.756495128485;2312.02131373253;0.155170063959881; ;0.832056881068636;1
gfam_10030;169.079804056001;335.163415679613;0.504469748624435;***;2.30777903352984e-28;4.45503218908051e-27
gfam_10031;43.7350217314933;179.162980319556;0.244107469375019;* ;0.0122682840779514;0.0369526164794123
gfam_10032;529.955634268133;1754.56814144378;0.302043347163506;***;1.33540005417863e-31;3.04698745360581e-30
gfam_10033;257.368305073906;583.197675624465;0.441305436957249;***;1.1091396510137e-34;3.02520821372188e-33
gfam_10034;39.4400579005883;426.966719393808;0.092372674752224; ;0.9999398358871;1
gfam_10035;53.5095403475455;87.8660566003917;0.608989892318747;***;1.38472005087597e-12;1.04600383592972e-11
gfam_10036;46.2170334441838;201.778172537554;0.229048726445285; ;0.0297011238706673;0.0841410216778364
gfam_10037;71.4955932634659;270.025287689967;0.264773695364245;** ;0.000428515937474285;0.00157669499129282
gfam_10038;227.73716666497;1006.68220732234;0.226225481098672;***;1.11637246396244e-05;4.8589402746862e-05
gfam_10039;96.8295757890619;549.141490117947;0.176329010886182; ;0.260139195111104;0.606385850320554
