name;sum_pN;sum_pS;ratio;stars;pvalue;fdr
gfam_10;329.687998213032;999.342775292367;0.32990481981178; ;0.425091563736034;1
gfam_100;110.731690358127;504.68047781347;0.219409498140036; ;0.999961679800631;1
gfam_1000;0;0;NA; ;1;1
gfam_10000;3.87476565429321;17.2203007113187;0.225011497722939; ;0.796138194564138;1
gfam_10001;4.21507838964383;12.006006006006;0.351080816346022; ;0.57962064483287;1
gfam_10002;14.5232684786614;29.8451847912926;0.486620155989071; ;0.118568039639724;1
gfam_10003;1;9.49700598802395;NA; ;0.940424374362768;1
gfam_10004;66.4597892032454;144.348699770781;0.460411415612196; ;0.0146295165624695;0.33618763159035
gfam_10005;0.749906261717285;0;NA; ;0.245762912309564;1
gfam_10006;1;1.49700598802395;NA; ;0.431127146272902;1
gfam_10007;4.49971878515186;6;NA; ;0.214311147829659;1
gfam_10008;0.5;6.006006006006;NA; ;1;1
gfam_10009;0.749906261717285;12.012012012012;0.062429696287964; ;0.974438402818283;1
gfam_1001;2.74990626171729;9.50000899102695;NA; ;0.654461299744415;1
gfam_10010;4.16666666666667;10.7143036963396;0.388888236208028; ;0.523363719262639;1
gfam_10011;1.12485939257593;8.006006006006;NA; ;0.921011428267087;1
gfam_10012;0;11.009009009009;0; ;1;1
gfam_10013;2.3574454565392;6.006006006006;NA; ;0.622273845005835;1
gfam_10014;0.749906261717285;12.012012012012;0.062429696287964; ;0.974438402818283;1
gfam_10015;3.37495313085864;18.4405834405834;0.183017697988403; ;0.919317588394236;1
gfam_10016;0.874953130858643;11.003003003003;0.0795194848733428; ;0.966109159921547;1
gfam_10017;0;0;NA; ;1;1
gfam_10018;10.5215675637525;24.0067741756068;0.438274942180422; ;0.223639209434465;1
gfam_10019;0.857632933104631;4;NA; ;0.755916984514734;1
gfam_1002;0;6.006006006006;NA; ;1;1
gfam_10020;0;1;NA; ;1;1
gfam_10021;2.93738282714661;14.4285804195984;0.203580861160586; ;0.826456484440958;1
gfam_10022;0.874953130858643;0;NA; ;0.245762912309564;1
gfam_10023;0;0;NA; ;1;1
gfam_10024;8.24971878515186;22.018018018018;0.374680353990121; ;0.464058969867935;1
gfam_10025;0;0;NA; ;1;1
gfam_10026;1.49981252343457;6.006006006006;NA; ;0.861148274054671;1
gfam_10027;2;0;NA; ;0.0603991654934718;0.750698934738679
gfam_10028;1.81242969628796;14.0000179820539;0.129459097739106; ;0.931852666069162;1
gfam_10029;2;4.49700598802395;NA; ;0.455983020780184;1
gfam_1003;0;6.006006006006;NA; ;1;1
gfam_10030;8.87476565429321;10.497005988024;0.845456853546473; ;0.0258373664055183;0.511312283397231
gfam_10032;39.4966157981186;73.1483142179196;0.539952509096141; ;0.00974701576798027;0.272159823841093
gfam_10033;0;1;NA; ;1;1
gfam_10034;0.999953130858643;0;NA; ;0.245762912309564;1
gfam_10035;3.76191545417886;1.71428571428571;NA; ;0.0354066064219816;0.643430813899922
gfam_10036;1.24990626171729;1;NA; ;0.431126659125657;1
gfam_10037;1.85763293310463;14.012012012012;0.132574317771934; ;0.931852666069162;1
gfam_10038;0.708286464191976;45.2353337083876;0.0156578145031048; ;0.999997681742689;1
gfam_10039;2.49981252343457;7;NA; ;0.689367306275276;1
gfam_1004;6.66121505395016;21.7173066993426;0.306723810008715; ;0.592778809354073;1
gfam_10040;0.749906261717285;15.0060239880599;0.0499736813904853; ;0.989032596336392;1
gfam_10041;2.74990626171729;6.006006006006;NA; ;0.387446730562793;1
gfam_10042;0;0;NA; ;1;1
gfam_10043;0.749906261717285;0;NA; ;0.245762912309564;1
gfam_10044;2.73258606396327;5.50000899102695;NA; ;0.387446730562793;1
gfam_10045;1.74990626171729;2;NA; ;0.254588953275201;1
gfam_10046;3.13691545417886;29.0090269910629;0.108135838376974; ;0.992291244786879;1
gfam_10047;4.99962504686914;6.006006006006;NA; ;0.107935693721982;1
gfam_10048;1.47043626407762;2;NA; ;0.570934995538726;1
gfam_10049;1;22.018018018018;0.045417348608838; ;0.998477230100412;1
gfam_1005;1;0;NA; ;0.245762912309564;1
gfam_10050;1;4.49700598802395;NA; ;0.755917507060039;1
gfam_10051;0;0;NA; ;1;1
gfam_10052;1;0;NA; ;0.245762912309564;1
gfam_10053;0;0;NA; ;1;1
gfam_10054;0;0;NA; ;1;1
gfam_10055;0;0;NA; ;1;1
gfam_10056;40.4758221152888;63.7233486694564;0.635180400283789; ;0.00118043223885278;0.0512450406164958
gfam_10057;1.24990626171729;1;NA; ;0.431126659125657;1
gfam_10058;0.749906261717285;0;NA; ;0.245762912309564;1
gfam_10059;1.625;0;NA; ;0.0603991654934718;0.750698934738679
gfam_1006;0.857632933104631;5.42258340461933;NA; ;0.81590440431601;1
gfam_10060;0.749906261717285;0;NA; ;0.245762912309564;1
gfam_10061;0.374953130858643;30.018018018018;0.0124909356318455; ;1;1
gfam_10062;1.49981252343457;5.49700598802395;NA; ;0.81590440431601;1
gfam_10063;5.85725797997377;46.8871728871729;0.124922396026487; ;0.995229392110812;1
gfam_10064;0;7.006006006006;NA; ;1;1
gfam_10065;0.374953130858643;3;NA; ;1;1
gfam_10066;2.85763293310463;0;NA; ;0.0148437550904489;0.33618763159035
gfam_10067;0;3.003003003003;NA; ;1;1
gfam_10068;0;0;NA; ;1;1
gfam_10069;0;0;NA; ;1;1
gfam_1007;0;4.003003003003;NA; ;1;1
gfam_10070;79.8586262694865;139.006167844491;0.574496999002417;** ;5.44848156396354e-05;0.00356336521536225
gfam_10071;1.66666666666667;0;NA; ;0.0603991654934718;0.750698934738679
gfam_10072;9.71026060371186;34.2170587854041;0.283784198537074; ;0.668281260859078;1
gfam_10073;0;10.4345774345774;0; ;1;1
gfam_10074;19.9362080222597;58.7066112120823;0.339590509665743; ;0.482288951814215;1
gfam_10075;0;0;NA; ;1;1
gfam_10076;6.21507838964383;16.006006006006;0.388296642354859; ;0.464590779644807;1
gfam_10078;2;30.006006006006;0.0666533226581265; ;0.998625601004149;1
gfam_10079;4.27420586148858;5.42857142857143;NA; ;0.157897026573064;1
gfam_1008;0.749906261717285;8.006006006006;NA; ;0.921011428267087;1
gfam_10080;1.74990626171729;0;NA; ;0.0603991654934718;0.750698934738679
gfam_10081;14.700377155753;42.2260057176023;0.348135631252116; ;0.429896783861659;1
gfam_10082;0;0;NA; ;1;1
gfam_10083;2;8.006006006006;NA; ;0.746297209196275;1
gfam_10084;0.857632933104631;11.0000179820539;0.0779665028278886; ;0.966109159921547;1
gfam_10085;0.5;1;NA; ;1;1
gfam_10086;4.13710293074429;40.7383187293367;0.101553109204899; ;0.998119438145457;1
gfam_10087;208.795814163204;633.966648506738;0.329348262491422; ;0.455218960280987;1
gfam_10088;1;0;NA; ;0.245762912309564;1
gfam_10089;3.05367585912824;23.7293007293007;0.128687983432971; ;0.976806005667459;1
gfam_1009;1;2;NA; ;0.570934995538726;1
gfam_10090;8.76177484675479;17.2053036783576;0.509248485847777; ;0.167055392667914;1
gfam_10091;3.42881646655232;6.9970149790509;NA; ;0.461647694591279;1
gfam_10092;2.1787227282696;5.50000899102695;NA; ;0.622273845005835;1
gfam_10093;0;0;NA; ;1;1
gfam_10094;5.07271132274846;14.006006006006;0.362181147185943; ;0.51733834329799;1
gfam_10095;0;0;NA; ;1;1
gfam_10096;17.1277665336403;27.2094409537079;0.629478810784103; ;0.0271578700370771;0.530576278839382
gfam_10097;3.24971878515186;22.018018018018;0.147593610945931; ;0.964483074478487;1
gfam_10098;0;5.003003003003;NA; ;1;1
gfam_10099;2.24971878515186;12.006006006006;0.187382780254019; ;0.892769804357489;1
gfam_101;224.038684146385;411.071584624284;0.545011361831674;***;1.11646086366158e-09;2.23841251845593e-07
gfam_1010;1.74990626171729;0;NA; ;0.0603991654934718;0.750698934738679
gfam_10100;0.374953130858643;18.018018018018;0.0208098987626547; ;1;1
