name;sum_pN;sum_pS;ratio
gfam_10;331.346334851287;1409.03988926062;0.23515752632465
gfam_100;161.237511412752;916.929723671815;0.175845004529989
gfam_1000;87.0929477700846;687.98199653054;0.126591899510874
gfam_10000;135.509529155169;1140.33730076354;0.118832848021752
gfam_10001;198.771387184592;514.886406849256;0.386049009141518
gfam_10002;570.732865826465;1501.76873720123;0.380040449430391
gfam_10003;100.76129058705;315.437586641326;0.319433367658947
gfam_10004;168.066523040834;396.532328990221;0.423840657504066
gfam_10005;47.5051471154442;412.686467726123;0.115111957455728
gfam_10006;29.0022582819184;228.406156997914;0.126976692148379
gfam_10007;123.636280688447;594.70388588996;0.207895531914053
gfam_10008;127.575070338379;403.903571997205;0.315855266413098
gfam_10009;69.9767358844769;619.03415784703;0.113041800678419
gfam_1001;83.6543378876563;1320.65101759828;0.0633432578121879
gfam_10010;226.275811885774;786.02470208019;0.28787366514938
gfam_10011;64.8954933134739;564.681745192123;0.114924014927018
gfam_10012;208.911763722456;483.595426557955;0.431996979808947
gfam_10013;215.051770577005;839.084554149306;0.256293325283567
gfam_10014;87.3610006335676;830.501392138661;0.105190673321571
gfam_10015;621.973348999521;1516.23306287221;0.410209593913822
gfam_10016;39.0402994508104;345.257152630559;0.113076004807887
gfam_10017;38.3225406751471;102.541369722871;0.373727606513525
gfam_10018;55.0349389636856;392.791718742333;0.140112269016007
gfam_10019;85.3820536451487;236.783660043662;0.36059098685021
gfam_1002;47.9683288963811;467.635760715317;0.102576263250284
gfam_10021;79.3403070341252;254.733644715677;0.311463792396491
gfam_10022;59.9991771225583;383.359739118973;0.15650881143765
gfam_10023;127.946853750093;886.433061696262;0.144338991040403
gfam_10024;223.861070115726;631.924307614957;0.354252981596221
gfam_10025;146.777305212025;506.755399409592;0.289641324755556
gfam_10026;111.652432349508;356.769679179834;0.312953815487297
gfam_10027;35.722625508028;234.859485326318;0.152102119522209
gfam_10028;96.9679079025313;413.334568273231;0.234599076258319
gfam_10029;46.0331485004473;254.948600228652;0.180558545758487
gfam_1003;249.410003711149;1998.61666409382;0.124791316009682
gfam_10030;181.23971227269;333.449306597964;0.543530031961377
gfam_10031;45.4175618439812;207.104767199078;0.219297520082306
gfam_10032;549.08486603262;1901.89994467415;0.288703339820904
gfam_10033;200.128293654825;521.813414800786;0.383524623894978
gfam_10034;51.3069131895111;465.382250435001;0.110246819988415
gfam_10035;104.846362478054;200.496947231944;0.52293246318989
gfam_10036;46.3616530649395;206.689100808967;0.224306230388943
gfam_10037;76.3378390660574;301.096463614671;0.25353283180287
gfam_10038;124.067505092012;783.783866746905;0.158293006982849
gfam_10039;96.2416158011781;530.280696937334;0.181491833206502
gfam_1004;150.623887993948;809.028060256696;0.186178818008063
gfam_10040;74.6613142183797;306.813666046366;0.243344161231387
gfam_10041;107.059716310176;394.434828607016;0.271425615958579
gfam_10042;185.286820376311;602.257241935017;0.307653951625382
gfam_10043;45.9707225419127;104.595661806223;0.439508883524056
gfam_10044;85.1005103792481;439.229761575778;0.193749417329878
gfam_10045;102.481580316166;569.831942901701;0.179845271211559
gfam_10046;122.760455169537;784.023544805538;0.156577510947054
gfam_10047;90.0746873724573;430.137750624908;0.209408932932755
gfam_10048;186.779641121797;1334.45732756695;0.139966739485289
gfam_10049;103.341461431573;514.008163171019;0.201050233899086
gfam_1005;66.7514621385588;1419.05616371429;0.0470393377270151
gfam_10050;54.8333878263245;543.734048096763;0.100845970595842
gfam_10051;210.105265977989;822.743095400754;0.255371655079825
gfam_10052;101.725609639001;1328.98441871073;0.076543869293582
gfam_10053;47.4672898051979;703.652125314662;0.0674584615003774
gfam_10054;48.0918318767346;647.749018410682;0.074244546127963
gfam_10055;146.412899391609;438.90968086795;0.33358320805792
gfam_10056;159.39656563657;658.418310781555;0.242090116611981
gfam_10057;174.621600298184;531.394929402009;0.328609835428218
gfam_10058;113.25102593603;454.379453959901;0.249243281026576
gfam_10059;105.706390778919;825.893214193116;0.127990385394063
gfam_1006;175.629404588976;1290.38693096571;0.136106000746254
gfam_10060;77.9851699736981;295.564165740202;0.263851911067752
gfam_10061;56.0844224572964;464.198598615312;0.120819887489092
gfam_10062;110.582947313442;519.349004905937;0.212926079127601
gfam_10063;105.037238704303;640.996833440915;0.163865456464825
gfam_10064;167.979793684732;923.833953903004;0.181828988829706
gfam_10065;95.7098120465682;643.18011235554;0.148807169575015
gfam_10066;242.692242137593;959.494779086049;0.252937532780289
gfam_10067;66.1143400656932;718.818043984874;0.0919764613853856
gfam_10068;71.4687192601272;445.149331131036;0.160549986851692
gfam_10069;58.504534191972;295.073879451636;0.19827080018298
gfam_1007;205.70068163374;1591.94655166688;0.129213308963393
gfam_10070;97.1147214800637;688.123347953931;0.141129815997125
gfam_10071;451.223214152097;1279.85530221751;0.352557991024686
gfam_10072;346.490034702447;1549.64268473027;0.223593501983819
gfam_10073;38.1939518142181;256.024328811094;0.149180946949769
gfam_10074;98.7304087237011;526.17322260759;0.187638603565603
gfam_10075;189.751572063663;1038.21306256202;0.182767467397693
gfam_10076;127.413020735774;781.623680780316;0.163010696667447
gfam_10077;197.14212442465;778.279952744305;0.253304898487368
gfam_10078;176.647829039568;697.898949993969;0.253113762445257
gfam_10079;408.876625705579;1209.96238339418;0.337925072148608
gfam_1008;68.9228947848508;536.322779316711;0.128510101459163
gfam_10080;94.1050379130975;813.874319610244;0.11562600716799
gfam_10081;214.840387316084;1038.14540106775;0.206946336317742
gfam_10082;81.4939551522224;282.750167549255;0.288218945575076
gfam_10083;78.3456189777836;412.250016641068;0.190043943760459
gfam_10084;131.116640943176;652.743860530232;0.200869971931515
gfam_10085;80.83794377301;920.232674407422;0.0878451135470331
gfam_10086;175.777804400289;727.498770750226;0.241619383382628
gfam_10087;751.173809253866;1666.46937133339;0.450757644980195
gfam_10088;178.461575674722;565.55444812979;0.315551537548453
gfam_10089;144.818088719138;786.942620710591;0.184026236358085
gfam_1009;89.006463167399;2016.15014360963;0.0441467434603088
gfam_10090;313.811281585464;978.355840052505;0.320753726546593
gfam_10091;234.471565060134;1176.08773958632;0.199365708159331
gfam_10092;140.234897046503;417.635550425919;0.335782949759632
gfam_10093;57.8894828831992;569.982608268236;0.101563595175445
gfam_10094;94.5841848118607;471.287862573799;0.200693020811776
gfam_10095;48.1774078042769;295.55976998121;0.16300394267914
gfam_10096;107.077818267238;397.911188638518;0.269099792427582
gfam_10097;88.8315969319237;503.421194431142;0.176455814563592
gfam_10098;179.176340194398;1040.52134021237;0.17219862127751
gfam_10099;36.592305725043;565.161642934733;0.0647466192769719
gfam_101;167.829311105614;812.011293304348;0.206683469170311
gfam_1010;250.20514214452;1444.70201485941;0.173188062016283
gfam_10100;137.912325245724;500.836455566641;0.275363991005191
gfam_10101;182.997633342404;490.474861971135;0.373102981479963
gfam_10102;76.0349203339364;380.830099867846;0.199655752946844
gfam_10103;121.121870600222;564.362339857511;0.214617209629549
gfam_10104;111.22180320341;885.294083307759;0.125632606498224
gfam_10105;34.3907570598331;482.581702690179;0.0712641131400546
gfam_10106;96.6412782472937;481.569365472691;0.20067987122153
gfam_10107;369.240421382834;765.850797107688;0.482131014000778
gfam_10108;298.002783530727;733.098043061953;0.406497857075227
gfam_10109;356.867312995727;863.216576929572;0.413415731965077
gfam_1011;221.167727505879;1029.66216497516;0.214796401216912
gfam_10110;57.598899348184;660.717254011504;0.0871763208823076
gfam_10111;458.48593544047;1295.03968982552;0.354032342825138
gfam_10112;420.262705981093;853.484735616707;0.492407993304556
gfam_10113;374.087158015852;1323.16549420521;0.282721367549383
gfam_10114;137.423000809602;765.04518903267;0.179627298857157
gfam_10115;244.811501573174;531.014231708645;0.461026253073187
gfam_10116;125.81068910297;612.289191287951;0.205475926887304
gfam_10117;148.149976645733;828.510051179143;0.178814941876547
gfam_10118;573.934132856472;1363.31297263687;0.420984868754231
gfam_10119;88.7542650448092;668.724823819967;0.132721654533201
gfam_1012;839.564729704242;3951.83493863856;0.212449341316234
gfam_10120;113.028353932977;411.513030609863;0.274665309541885
gfam_10121;46.1758935033179;498.862162184092;0.0925624290708942
gfam_10122;164.933803274115;1024.24464124155;0.161029696063812
gfam_10123;134.788720723119;659.993463510798;0.20422735705005
gfam_10124;226.457161890336;820.603203086562;0.275964267551669
gfam_10125;158.505298393344;455.631285325866;0.347880629575254
gfam_10126;104.553887269248;519.466980722916;0.201271478552391
gfam_10127;162.458463867349;744.864138466176;0.218104826743147
gfam_10128;110.937659225067;885.422112177927;0.125293526894406
gfam_10129;130.706854898898;671.458406676754;0.194661134031823
gfam_1013;77.8303382999823;410.789304459526;0.189465347454417
gfam_10130;703.849422920459;1678.37617705199;0.419363330190223
gfam_10131;190.443478197018;483.813280477852;0.393630116992491
gfam_10132;37.8816685957319;606.291801009145;0.0624809184829477
gfam_10133;55.7447776267138;276.092225859328;0.201906364633086
gfam_10134;60.6196547389045;208.971475070945;0.290085786676504
gfam_10135;82.8757820078317;699.536721288109;0.11847238248655
gfam_10136;165.349882842168;1008.63312838294;0.163934614270761
gfam_10137;57.9577972710017;219.920109841431;0.263540234282308
gfam_10138;103.378841925242;414.201221595191;0.249586038223414
gfam_10139;129.204006023154;848.91839491683;0.152198381843066
gfam_1014;189.090588428169;1147.90740172449;0.164726343034378
gfam_10140;87.1766356305661;597.123002609218;0.14599443540047
gfam_10141;200.05562668703;898.169735913224;0.222736993563495
gfam_10142;28.6510065472964;616.846924091875;0.0464475146560494
gfam_10143;81.2678075238534;502.337493005028;0.161779299087755
gfam_10144;309.899194284607;738.968991162778;0.41936698019896
gfam_10145;243.224330169217;549.148725707744;0.442911580748457
gfam_10146;19.3391121915319;334.647243219481;0.0577895458079365
gfam_10147;206.83811519802;703.889401363707;0.293850304887805
gfam_10148;136.729558459199;589.340319140458;0.232004419209968
gfam_10149;166.221452553094;607.87017289162;0.273448936904378
gfam_1015;378.709398605403;2112.66551326271;0.179256676567102
gfam_10150;91.9615883851006;499.622990967666;0.184061962815182
gfam_10151;78.735893650385;1072.35341381102;0.0734234559580193
gfam_10152;210.21780568318;1018.89534869858;0.20631932999958
gfam_10153;71.8018712993445;742.269738004384;0.0967328554877991
gfam_10154;138.369208318315;1260.79143743481;0.109747896606785
gfam_10155;52.8366468961805;401.663636977129;0.131544511456956
gfam_10156;238.137275549362;1024.80052455593;0.232374271717466
gfam_10157;147.24498289124;1592.67581510685;0.0924513209120095
gfam_10158;52.0959170182672;687.491280047295;0.0757768404199736
gfam_10159;39.5427308769219;390.583854579117;0.101240054890472
gfam_1016;16.1661027098965;710.904252707396;0.0227401969369712
gfam_10160;92.2776323115134;533.227018231868;0.173055057520337
gfam_10161;74.12234688875;504.696002488449;0.146865333831224
gfam_10162;106.850014071656;938.315429574627;0.113874301438372
gfam_10163;284.508705805239;608.091833845157;0.467871281885502
gfam_10164;327.001360246752;1333.66148587053;0.245190675228434
gfam_10165;183.078733933291;496.142751574445;0.369004149213738
gfam_10166;161.769680824615;1027.68672205635;0.157411473119865
gfam_10167;268.035350483933;1020.51821435857;0.262646317050208
gfam_10168;82.2720347571463;582.85967591506;0.141152387370053
gfam_10169;73.7683286111466;690.31977135557;0.106861097816
gfam_1017;92.8288434237712;944.052665525815;0.0983301534052317
gfam_10170;46.5186510496519;437.600634447894;0.10630389306529
gfam_10171;60.5312868582691;274.904767086981;0.220190022529208
gfam_10172;38.0561614971723;180.993601011591;0.210262469415895
gfam_10173;166.966132735472;469.94406338941;0.355289375359379
gfam_10174;176.190539502514;896.67335079848;0.196493560721546
gfam_10175;98.248377758291;485.452083674167;0.202385325065851
gfam_10176;39.4088119285234;669.351353846364;0.0588761219381487
gfam_10177;90.8374749617069;524.658729513361;0.173136307187649
gfam_10178;43.4322125017872;462.713141552517;0.0938642294793301
gfam_10179;529.153363265695;2048.11871630872;0.258360689276536
gfam_1018;197.770911103652;896.561664472638;0.220588185889012
gfam_10180;63.1610195622146;547.828381950472;0.115293441601799
gfam_10181;51.7674928900996;190.059504883446;0.272375185454924
gfam_10182;133.043401139941;547.450783129099;0.243023492229742
