name;sum_pN;sum_pS;ratio
gfam_10;329.687998213032;999.342775292367;0.32990481981178
gfam_100;110.731690358127;504.68047781347;0.219409498140036
gfam_1000;0;0;NA
gfam_10000;3.87476565429321;17.2203007113187;0.225011497722939
gfam_10001;4.21507838964383;12.006006006006;0.351080816346022
gfam_10002;14.5232684786614;29.8451847912926;0.486620155989071
gfam_10003;1;9.49700598802395;NA
gfam_10004;66.4597892032454;144.348699770781;0.460411415612196
gfam_10005;0.749906261717285;0;NA
gfam_10006;1;1.49700598802395;NA
gfam_10007;4.49971878515186;6;NA
gfam_10008;0.5;6.006006006006;NA
gfam_10009;0.749906261717285;12.012012012012;0.062429696287964
gfam_1001;2.74990626171729;9.50000899102695;NA
gfam_10010;4.16666666666667;10.7143036963396;0.388888236208028
gfam_10011;1.12485939257593;8.006006006006;NA
gfam_10012;0;11.009009009009;0
gfam_10013;2.3574454565392;6.006006006006;NA
gfam_10014;0.749906261717285;12.012012012012;0.062429696287964
gfam_10015;3.37495313085864;18.4405834405834;0.183017697988403
gfam_10016;0.874953130858643;11.003003003003;0.0795194848733428
gfam_10017;0;0;NA
gfam_10018;10.5215675637525;24.0067741756068;0.438274942180422
gfam_10019;0.857632933104631;4;NA
gfam_1002;0;6.006006006006;NA
gfam_10020;0;1;NA
gfam_10021;2.93738282714661;14.4285804195984;0.203580861160586
gfam_10022;0.874953130858643;0;NA
gfam_10023;0;0;NA
gfam_10024;8.24971878515186;22.018018018018;0.374680353990121
gfam_10025;0;0;NA
gfam_10026;1.49981252343457;6.006006006006;NA
gfam_10027;2;0;NA
gfam_10028;1.81242969628796;14.0000179820539;0.129459097739106
gfam_10029;2;4.49700598802395;NA
gfam_1003;0;6.006006006006;NA
gfam_10030;8.87476565429321;10.497005988024;0.845456853546473
gfam_10032;39.4966157981186;73.1483142179196;0.539952509096141
gfam_10033;0;1;NA
gfam_10034;0.999953130858643;0;NA
gfam_10035;3.76191545417886;1.71428571428571;NA
gfam_10036;1.24990626171729;1;NA
gfam_10037;1.85763293310463;14.012012012012;0.132574317771934
gfam_10038;0.708286464191976;45.2353337083876;0.0156578145031048
gfam_10039;2.49981252343457;7;NA
gfam_1004;6.66121505395016;21.7173066993426;0.306723810008715
gfam_10040;0.749906261717285;15.0060239880599;0.0499736813904853
gfam_10041;2.74990626171729;6.006006006006;NA
gfam_10042;0;0;NA
gfam_10043;0.749906261717285;0;NA
gfam_10044;2.73258606396327;5.50000899102695;NA
gfam_10045;1.74990626171729;2;NA
gfam_10046;3.13691545417886;29.0090269910629;0.108135838376974
gfam_10047;4.99962504686914;6.006006006006;NA
gfam_10048;1.47043626407762;2;NA
gfam_10049;1;22.018018018018;0.045417348608838
gfam_1005;1;0;NA
gfam_10050;1;4.49700598802395;NA
gfam_10051;0;0;NA
gfam_10052;1;0;NA
gfam_10053;0;0;NA
gfam_10054;0;0;NA
gfam_10055;0;0;NA
gfam_10056;40.4758221152888;63.7233486694564;0.635180400283789
gfam_10057;1.24990626171729;1;NA
gfam_10058;0.749906261717285;0;NA
gfam_10059;1.625;0;NA
gfam_1006;0.857632933104631;5.42258340461933;NA
gfam_10060;0.749906261717285;0;NA
gfam_10061;0.374953130858643;30.018018018018;0.0124909356318455
gfam_10062;1.49981252343457;5.49700598802395;NA
gfam_10063;5.85725797997377;46.8871728871729;0.124922396026487
gfam_10064;0;7.006006006006;NA
gfam_10065;0.374953130858643;3;NA
gfam_10066;2.85763293310463;0;NA
gfam_10067;0;3.003003003003;NA
gfam_10068;0;0;NA
gfam_10069;0;0;NA
gfam_1007;0;4.003003003003;NA
gfam_10070;79.8586262694865;139.006167844491;0.574496999002417
gfam_10071;1.66666666666667;0;NA
gfam_10072;9.71026060371186;34.2170587854041;0.283784198537074
gfam_10073;0;10.4345774345774;0
gfam_10074;19.9362080222597;58.7066112120823;0.339590509665743
gfam_10075;0;0;NA
gfam_10076;6.21507838964383;16.006006006006;0.388296642354859
gfam_10078;2;30.006006006006;0.0666533226581265
gfam_10079;4.27420586148858;5.42857142857143;NA
gfam_1008;0.749906261717285;8.006006006006;NA
gfam_10080;1.74990626171729;0;NA
gfam_10081;14.700377155753;42.2260057176023;0.348135631252116
gfam_10082;0;0;NA
gfam_10083;2;8.006006006006;NA
