name;sum_pN;sum_pS;ratio;stars;pvalue;fdr
gfam_10;331.346334851287;1409.03988926062;0.23515752632465;***;5.26016765124237e-08;2.97830397490047e-07
gfam_100;161.237511412752;916.929723671815;0.175845004529989; ;0.303961371324349;0.683864714796889
gfam_1000;87.0929477700846;687.98199653054;0.126591899510874; ;0.995412563512991;1
gfam_10000;135.509529155169;1140.33730076354;0.118832848021752; ;0.999960331183789;1
gfam_10001;198.771387184592;514.886406849256;0.386049009141518;***;6.56664413921783e-21;9.25615302495132e-20
gfam_10002;570.732865826465;1501.76873720123;0.380040449430391;***;9.02224249361873e-55;7.63811163920848e-53
gfam_10003;100.76129058705;315.437586641326;0.319433367658947;***;5.71874141904933e-08;3.22631948054746e-07
gfam_10004;168.066523040834;396.532328990221;0.423840657504066;***;5.69964316329738e-21;8.11496022585079e-20
gfam_10005;47.5051471154442;412.686467726123;0.115111957455728; ;0.994945482858103;1
gfam_10006;29.0022582819184;228.406156997914;0.126976692148379; ;0.935808688930171;1
gfam_10007;123.636280688447;594.70388588996;0.207895531914053; ;0.0169836936833941;0.0509258666587117
gfam_10008;127.575070338379;403.903571997205;0.315855266413098;***;2.02107602122431e-09;1.28480093471535e-08
gfam_10009;69.9767358844769;619.03415784703;0.113041800678419; ;0.999565391615991;1
gfam_1001;83.6543378876563;1320.65101759828;0.0633432578121879; ;1;1
gfam_10010;226.275811885774;786.02470208019;0.28787366514938;***;6.78600963321847e-12;5.26567531253802e-11
gfam_10011;64.8954933134739;564.681745192123;0.114924014927018; ;0.998906955196252;1
gfam_10012;208.911763722456;483.595426557955;0.431996979808947;***;1.57935076578703e-26;3.07984291402717e-25
gfam_10013;215.051770577005;839.084554149306;0.256293325283567;***;5.95658251248586e-08;3.34789993125682e-07
gfam_10014;87.3610006335676;830.501392138661;0.105190673321571; ;0.999996390706073;1
gfam_10015;621.973348999521;1516.23306287221;0.410209593913822;***;8.62741749556188e-69;1.20766760942826e-66
gfam_10016;39.0402994508104;345.257152630559;0.113076004807887; ;0.994050424176924;1
gfam_10017;38.3225406751471;102.541369722871;0.373727606513525;***;6.91999853371631e-05;0.000286234462462496
gfam_10018;55.0349389636856;392.791718742333;0.140112269016007; ;0.908537057504853;1
gfam_10019;85.3820536451487;236.783660043662;0.36059098685021;***;1.1681624853484e-08;6.9862441699897e-08
gfam_1002;47.9683288963811;467.635760715317;0.102576263250284; ;0.999780672810802;1
gfam_10021;79.3403070341252;254.733644715677;0.311463792396491;***;4.16995162559151e-06;1.97569624941732e-05
gfam_10022;59.9991771225583;383.359739118973;0.15650881143765; ;0.705315968890841;1
gfam_10023;127.946853750093;886.433061696262;0.144338991040403; ;0.948531289142094;1
gfam_10024;223.861070115726;631.924307614957;0.354252981596221;***;1.16992640725378e-19;1.53721371243067e-18
gfam_10025;146.777305212025;506.755399409592;0.289641324755556;***;1.72750662736867e-08;1.01891901116972e-07
gfam_10026;111.652432349508;356.769679179834;0.312953815487297;***;2.95776878893415e-08;1.70611730468996e-07
