all_syn	all_nonSyn	tip_syn	tip_nonSyn	S	N	comparisons
001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
007	0.0	0.0	0.0	0.0	0.0	0.0	0.0
008	0.0	0.0	0.0	0.0	0.0	0.0	0.0
009	0.0	0.0	0.0	0.0	0.0	0.0	0.0
010	0.0	0.0	0.0	0.0	0.0	0.0	0.0
011	0.0	0.0	0.0	0.0	0.0	0.0	0.0
012	0.0	0.0	0.0	0.0	0.0	0.0	0.0
013	0.0	0.0	0.0	0.0	0.0	0.0	0.0
014	0.0	0.0	0.0	0.0	0.0	0.0	0.0
015	0.0	0.0	0.0	0.0	0.0	0.0	0.0
016	0.0	0.0	0.0	0.0	0.0	0.0	0.0
017	0.0	0.0	0.0	0.0	0.0	0.0	0.0
018	0.0	0.0	0.0	0.0	0.0	0.0	0.0
019	0.0	2.0	0.0	1.0	1.0	5.0	1.0
020	0.0	2.0	0.0	2.0	2.068	3.932	2.0
021	0.0	2.0	0.0	1.0	1.3330000000000002	4.667	1.0
022	1.0	1.0	1.0	0.0	2.0	4.0	1.0
023	0.0	4.0	0.0	3.0	1.6660000000000004	7.334	2.0
024	0.0	1.0	0.0	1.0	0.3330000000000002	2.667	1.0
025	1.0	1.0	0.0	0.0	2.0	4.0	0.0
026	0.0	2.0	0.0	1.0	1.3330000000000002	4.667	1.0
027	0.0	0.0	0.0	0.0	0.0	0.0	0.0
028	0.0	2.0	0.0	2.0	1.3330000000000002	4.667	2.0
029	1.0	1.0	0.0	0.0	0.6660000000000004	5.334	0.0
030	0.0	2.0	0.0	0.0	0.6660000000000004	5.334	0.0
031	0.0	3.0	0.0	2.0	1.6660000000000004	7.334	2.0
032	3.0	3.0	1.0	2.0	3.3360000000000003	8.664	2.0
033	0.0	4.0	0.0	3.0	3.0010000000000003	8.998999999999999	3.0
034	1.0	2.0	0.0	1.0	3.0	6.0	1.0
035	2.0	4.0	1.0	2.0	5.333	12.667	3.0
036	0.0	3.0	0.0	3.0	1.3330000000000002	4.667	2.0
037	3.0	2.0	2.0	1.0	1.9990000000000006	10.001	2.0
038	1.0	1.0	1.0	1.0	2.0	4.0	2.0
039	2.0	2.0	1.0	2.0	1.3320000000000007	10.668	3.0
040	2.0	0.0	1.0	0.0	2.0	4.0	1.0
041	0.0	3.0	0.0	2.0	3.0	6.0	2.0
042	0.0	0.0	0.0	0.0	0.0	0.0	0.0
043	1.0	2.0	1.0	2.0	1.3330000000000002	4.667	2.0
044	1.0	2.0	1.0	2.0	1.3330000000000002	4.667	2.0
045	1.0	1.0	1.0	1.0	0.3330000000000002	2.667	1.0
046	2.0	1.0	1.0	1.0	2.0010000000000003	6.999	2.0
047	1.0	2.0	1.0	2.0	0.9990000000000006	8.001	3.0
048	1.0	2.0	0.0	2.0	1.6680000000000001	4.332	1.0
049	0.0	0.0	0.0	0.0	0.0	0.0	0.0
050	0.0	2.0	0.0	2.0	0.6660000000000004	5.334	2.0
051	0.0	1.0	0.0	0.0	0.3330000000000002	2.667	0.0
052	2.0	3.0	1.0	2.0	2.0010000000000003	6.999	2.0
053	2.0	4.0	1.0	2.0	2.9990000000000006	12.001	2.0
054	2.0	6.0	0.0	2.0	4.9990000000000006	16.000999999999998	2.0
055	1.0	1.0	0.0	0.0	2.0	4.0	0.0
056	2.0	3.0	1.0	1.0	3.333	8.667	2.0
057	1.0	2.0	1.0	0.0	2.0	4.0	1.0
058	0.0	0.0	0.0	0.0	0.0	0.0	0.0
059	2.0	1.0	0.0	1.0	3.0	6.0	1.0
060	1.0	1.0	1.0	1.0	1.0	2.0	1.0
061	1.0	3.0	1.0	2.0	2.0010000000000003	6.999	2.0
062	3.0	2.0	2.0	2.0	3.0	6.0	2.0
063	1.0	5.0	1.0	2.0	2.665000000000001	15.334999999999999	3.0
064	3.0	0.0	1.0	0.0	3.0	6.0	1.0
065	2.0	0.0	1.0	0.0	2.4	3.6	1.0
066	1.0	3.0	1.0	2.0	1.3340000000000005	7.6659999999999995	2.0
067	1.0	0.0	1.0	0.0	1.0	2.0	1.0
068	0.0	0.0	0.0	0.0	0.0	0.0	0.0
069	0.0	0.0	0.0	0.0	0.0	0.0	0.0
070	1.0	0.0	0.0	0.0	1.0	2.0	0.0
071	1.0	0.0	1.0	0.0	1.0	2.0	1.0
072	2.0	2.0	1.0	0.0	3.0	6.0	1.0
073	2.0	2.0	1.0	1.0	2.668	6.332	1.0
074	0.0	3.0	0.0	2.0	0.6660000000000004	5.334	1.0
075	2.0	3.0	2.0	1.0	1.9990000000000006	10.001	2.0
076	2.0	1.0	0.0	0.0	2.333	6.667	0.0
077	1.0	0.0	1.0	0.0	1.4	1.6	1.0
078	1.0	1.0	1.0	1.0	2.0	4.0	2.0
079	2.0	0.0	1.0	0.0	2.0	4.0	1.0
080	1.0	0.0	1.0	0.0	1.0	2.0	1.0
081	2.0	0.0	2.0	0.0	2.068	3.932	2.0
082	0.0	0.0	0.0	0.0	0.0	0.0	0.0
083	0.0	0.0	0.0	0.0	0.0	0.0	0.0
084	0.0	1.0	0.0	1.0	1.0	2.0	1.0
085	1.0	0.0	0.0	0.0	1.0	2.0	0.0
086	1.0	3.0	1.0	0.0	4.0	8.0	1.0
087	1.0	0.0	0.0	0.0	0.3330000000000002	2.667	0.0
088	0.0	0.0	0.0	0.0	0.0	0.0	0.0
089	1.0	0.0	0.0	0.0	1.0	2.0	0.0
090	1.0	4.0	1.0	2.0	1.665000000000001	13.334999999999999	3.0
091	2.0	1.0	1.0	0.0	1.6680000000000001	4.332	1.0
092	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
093	0.0	1.0	0.0	0.0	0.3330000000000002	2.667	0.0
094	1.0	1.0	1.0	1.0	1.0	2.0	1.0
095	1.0	0.0	0.0	0.0	0.3330000000000002	2.667	0.0
096	0.0	0.0	0.0	0.0	0.0	0.0	0.0
097	2.0	0.0	1.0	0.0	2.0	4.0	1.0
098	2.0	0.0	2.0	0.0	0.6660000000000004	5.334	2.0
099	2.0	1.0	2.0	1.0	3.0	6.0	3.0
100	1.0	0.0	1.0	0.0	1.0	2.0	1.0
101	0.0	1.0	0.0	0.0	0.3330000000000002	2.667	0.0
102	3.0	1.0	2.0	0.0	3.0	6.0	2.0
103	0.0	0.0	0.0	0.0	0.0	0.0	0.0
104	0.0	1.0	0.0	1.0	1.0	2.0	1.0
105	2.0	0.0	1.0	0.0	2.0	4.0	1.0
106	0.0	0.0	0.0	0.0	0.0	0.0	0.0
107	1.0	0.0	1.0	0.0	1.4	1.6	1.0
108	2.0	0.0	1.0	0.0	0.6660000000000004	5.334	1.0
109	0.0	1.0	0.0	0.0	0.3330000000000002	2.667	0.0
110	4.0	0.0	2.0	0.0	4.0	8.0	2.0
111	1.0	2.0	0.0	1.0	2.333	6.667	1.0
112	1.0	1.0	1.0	1.0	2.0	4.0	2.0
113	0.0	1.0	0.0	1.0	1.0	2.0	1.0
114	1.0	0.0	0.0	0.0	1.0	2.0	0.0
115	2.0	0.0	0.0	0.0	0.6660000000000004	5.334	0.0
116	0.0	2.0	0.0	2.0	1.0	2.0	1.0
117	0.0	1.0	0.0	1.0	1.0	2.0	1.0
118	1.0	1.0	1.0	1.0	0.6660000000000004	5.334	2.0
119	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
120	1.0	0.0	0.0	0.0	0.6680000000000001	2.332	0.0
121	1.0	2.0	1.0	0.0	2.8	3.2	1.0
122	1.0	1.0	1.0	0.0	2.0	4.0	1.0
123	0.0	0.0	0.0	0.0	0.0	0.0	0.0
124	2.0	2.0	1.0	1.0	1.3320000000000007	10.668	2.0
125	2.0	0.0	1.0	0.0	0.6660000000000004	5.334	1.0
126	1.0	3.0	0.0	0.0	3.0	6.0	0.0
127	2.0	3.0	1.0	0.0	4.336	10.664	1.0
128	0.0	0.0	0.0	0.0	0.0	0.0	0.0
129	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
130	1.0	0.0	1.0	0.0	1.0	2.0	1.0
131	1.0	0.0	0.0	0.0	0.3330000000000002	2.667	0.0
132	0.0	3.0	0.0	2.0	3.0	6.0	2.0
133	0.0	0.0	0.0	0.0	0.0	0.0	0.0
134	0.0	0.0	0.0	0.0	0.0	0.0	0.0
135	2.0	1.0	2.0	1.0	2.0	4.0	2.0
136	1.0	1.0	0.0	1.0	2.0	4.0	1.0
137	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
138	1.0	2.0	1.0	0.0	0.9990000000000006	8.001	1.0
139	2.0	3.0	1.0	2.0	3.333	8.667	2.0
140	1.0	3.0	0.0	0.0	3.0	6.0	0.0
141	3.0	1.0	2.0	0.0	2.0020000000000007	9.998	2.0
142	0.0	0.0	0.0	0.0	0.0	0.0	0.0
143	2.0	0.0	2.0	0.0	2.0	4.0	2.0
144	2.0	0.0	0.0	0.0	0.6660000000000004	5.334	0.0
145	3.0	0.0	2.0	0.0	3.0	6.0	2.0
146	1.0	0.0	1.0	0.0	1.0	2.0	1.0
147	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
148	0.0	0.0	0.0	0.0	0.0	0.0	0.0
149	4.0	0.0	3.0	0.0	3.736	8.264	3.0
150	1.0	0.0	1.0	0.0	1.0	2.0	1.0
151	2.0	0.0	0.0	0.0	0.6660000000000004	5.334	0.0
152	2.0	1.0	1.0	1.0	3.0	6.0	2.0
153	0.0	0.0	0.0	0.0	0.0	0.0	0.0
154	0.0	1.0	0.0	1.0	1.0	2.0	1.0
155	2.0	3.0	1.0	2.0	3.333	8.667	2.0
156	2.0	5.0	2.0	3.0	2.668	6.332	2.0
157	1.0	1.0	0.0	0.0	2.0	4.0	0.0
158	1.0	5.0	0.0	3.0	2.9990000000000006	12.001	3.0
159	3.0	0.0	1.0	0.0	0.9990000000000006	8.001	1.0
160	2.0	1.0	1.0	1.0	2.0	4.0	1.0
161	3.0	0.0	1.0	0.0	3.068	5.932	1.0
162	1.0	0.0	0.0	0.0	1.0	2.0	0.0
163	0.0	0.0	0.0	0.0	0.0	0.0	0.0
164	1.0	1.0	1.0	0.0	1.0010000000000003	4.999	1.0
165	1.0	1.0	1.0	0.0	2.0	4.0	1.0
166	1.0	0.0	0.0	0.0	1.4	1.6	0.0
167	2.0	0.0	1.0	0.0	2.0	4.0	1.0
168	0.0	2.0	0.0	2.0	0.3330000000000002	2.667	1.0
169	1.0	2.0	0.0	0.0	1.6660000000000004	7.334	0.0
170	4.0	0.0	2.0	0.0	3.736	8.264	2.0
171	1.0	1.0	0.0	1.0	0.6660000000000004	5.334	1.0
172	2.0	3.0	2.0	3.0	2.6660000000000004	9.334	4.0
173	2.0	4.0	0.0	2.0	5.2010000000000005	12.799	2.0
174	0.0	0.0	0.0	0.0	0.0	0.0	0.0
175	1.0	0.0	0.0	0.0	1.0	2.0	0.0
176	2.0	1.0	0.0	1.0	3.0	6.0	1.0
177	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
178	3.0	0.0	0.0	0.0	3.0	6.0	0.0
179	2.0	0.0	0.0	0.0	2.0	4.0	0.0
180	0.0	0.0	0.0	0.0	0.0	0.0	0.0
181	2.0	0.0	1.0	0.0	2.0	4.0	1.0
182	1.0	3.0	0.0	2.0	3.4	5.6	1.0
183	0.0	0.0	0.0	0.0	0.0	0.0	0.0
184	2.0	0.0	1.0	0.0	1.6680000000000001	4.332	1.0
185	1.0	1.0	1.0	0.0	0.6660000000000004	5.334	1.0
186	0.0	1.0	0.0	1.0	1.0	2.0	1.0
187	0.0	0.0	0.0	0.0	0.0	0.0	0.0
188	2.0	3.0	2.0	3.0	3.668	8.332	4.0
189	1.0	1.0	1.0	0.0	0.6660000000000004	5.334	1.0
