all_syn	all_nonSyn	tip_syn	tip_nonSyn	S	N	comparisons
001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
002	0.0	2.0	0.0	0.0	0.6660000000000004	5.334	0.0
003	1.0	0.0	1.0	0.0	1.0	2.0	1.0
004	1.0	1.0	1.0	1.0	1.6680000000000001	4.332	2.0
005	0.0	0.0	0.0	0.0	0.0	0.0	0.0
006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
007	0.0	0.0	0.0	0.0	0.0	0.0	0.0
008	0.0	0.0	0.0	0.0	0.0	0.0	0.0
009	0.0	0.0	0.0	0.0	0.0	0.0	0.0
010	0.0	0.0	0.0	0.0	0.0	0.0	0.0
011	1.0	0.0	1.0	0.0	1.0	2.0	1.0
012	2.0	1.0	0.0	1.0	3.0	6.0	1.0
013	0.0	0.0	0.0	0.0	0.0	0.0	0.0
014	2.0	1.0	0.0	1.0	3.0	6.0	1.0
015	2.0	0.0	2.0	0.0	2.0	4.0	2.0
016	0.0	0.0	0.0	0.0	0.0	0.0	0.0
017	2.0	4.0	0.0	2.0	2.6660000000000004	9.334	2.0
018	0.0	0.0	0.0	0.0	0.0	0.0	0.0
019	0.0	0.0	0.0	0.0	0.0	0.0	0.0
020	1.0	0.0	1.0	0.0	1.0	2.0	1.0
021	0.0	0.0	0.0	0.0	0.0	0.0	0.0
022	2.0	0.0	0.0	0.0	2.0	4.0	0.0
023	0.0	0.0	0.0	0.0	0.0	0.0	0.0
024	0.0	0.0	0.0	0.0	0.0	0.0	0.0
025	0.0	0.0	0.0	0.0	0.0	0.0	0.0
026	0.0	2.0	0.0	0.0	2.0	4.0	0.0
027	0.0	0.0	0.0	0.0	0.0	0.0	0.0
028	0.0	0.0	0.0	0.0	0.0	0.0	0.0
029	0.0	3.0	0.0	3.0	0.6660000000000004	5.334	2.0
030	0.0	0.0	0.0	0.0	0.0	0.0	0.0
031	0.0	0.0	0.0	0.0	0.0	0.0	0.0
032	0.0	0.0	0.0	0.0	0.0	0.0	0.0
033	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
034	0.0	4.0	0.0	1.0	0.9990000000000006	8.001	1.0
035	1.0	2.0	1.0	1.0	0.6660000000000004	5.334	1.0
036	2.0	1.0	1.0	0.0	3.0	6.0	1.0
037	0.0	4.0	0.0	2.0	2.6660000000000004	9.334	2.0
038	0.0	2.0	0.0	2.0	2.0	4.0	2.0
039	2.0	4.0	2.0	2.0	2.0	7.0	2.0
040	1.0	2.0	1.0	0.0	2.333	6.667	1.0
041	0.0	0.0	0.0	0.0	0.0	0.0	0.0
042	1.0	4.0	1.0	2.0	3.333	8.667	2.0
043	1.0	1.0	1.0	1.0	1.0	2.0	1.0
044	2.0	0.0	1.0	0.0	2.0	4.0	1.0
045	0.0	1.0	0.0	1.0	1.0	2.0	1.0
046	0.0	0.0	0.0	0.0	0.0	0.0	0.0
047	2.0	0.0	1.0	0.0	0.6660000000000004	5.334	1.0
048	1.0	0.0	1.0	0.0	1.0	2.0	1.0
049	3.0	0.0	3.0	0.0	3.0	6.0	3.0
050	1.0	1.0	1.0	0.0	1.3330000000000002	4.667	1.0
051	0.0	0.0	0.0	0.0	0.0	0.0	0.0
052	0.0	0.0	0.0	0.0	0.0	0.0	0.0
053	0.0	2.0	0.0	1.0	2.0	4.0	1.0
054	0.0	0.0	0.0	0.0	0.0	0.0	0.0
055	0.0	0.0	0.0	0.0	0.0	0.0	0.0
056	3.0	5.0	2.0	4.0	3.6660000000000004	11.334	4.0
057	1.0	2.0	0.0	0.0	0.3330000000000002	2.667	0.0
058	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
059	1.0	2.0	1.0	2.0	0.9990000000000006	8.001	3.0
060	1.0	3.0	1.0	1.0	2.333	6.667	2.0
061	0.0	1.0	0.0	1.0	0.3330000000000002	2.667	1.0
062	1.0	1.0	1.0	0.0	2.0	4.0	1.0
063	0.0	2.0	0.0	1.0	0.6660000000000004	5.334	1.0
064	0.0	1.0	0.0	0.0	1.0	2.0	0.0
065	0.0	1.0	0.0	0.0	0.3330000000000002	2.667	0.0
066	0.0	0.0	0.0	0.0	0.0	0.0	0.0
067	0.0	2.0	0.0	2.0	0.6660000000000004	5.334	2.0
068	1.0	3.0	0.0	3.0	3.0	6.0	2.0
069	0.0	0.0	0.0	0.0	0.0	0.0	0.0
070	0.0	0.0	0.0	0.0	0.0	0.0	0.0
071	0.0	2.0	0.0	2.0	0.6660000000000004	5.334	2.0
072	0.0	0.0	0.0	0.0	0.0	0.0	0.0
