all_syn	all_nonSyn	tip_syn	tip_nonSyn	S	N	comparisons
001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
003	0.0	0.0	0.0	0.0	0.0	0.0	0.0
004	1.0	0.0	0.0	0.0	0.6680000000000001	2.332	0.0
005	2.0	2.0	1.0	1.0	2.0	7.0	1.0
006	1.0	0.0	0.0	0.0	1.0	2.0	0.0
007	1.0	0.0	0.0	0.0	0.6680000000000001	2.332	0.0
008	0.0	0.0	0.0	0.0	0.0	0.0	0.0
009	1.0	1.0	0.0	0.0	1.0	2.0	0.0
010	1.0	1.0	0.0	1.0	1.3360000000000003	4.664	1.0
011	0.0	0.0	0.0	0.0	0.0	0.0	0.0
012	1.0	1.0	0.0	0.0	0.6680000000000001	2.332	0.0
013	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
014	1.0	2.0	1.0	1.0	2.0	4.0	1.0
015	1.0	1.0	0.0	1.0	2.0	4.0	1.0
016	1.0	1.0	0.0	0.0	1.6680000000000001	4.332	0.0
017	0.0	1.0	0.0	0.0	0.3330000000000002	2.667	0.0
018	1.0	1.0	0.0	0.0	2.0	4.0	0.0
019	0.0	1.0	0.0	0.0	1.4	1.6	0.0
020	1.0	0.0	0.0	0.0	1.0	2.0	0.0
021	1.0	2.0	0.0	0.0	0.3330000000000002	2.667	0.0
022	1.0	0.0	0.0	0.0	1.0	2.0	0.0
023	0.0	0.0	0.0	0.0	0.0	0.0	0.0
024	1.0	0.0	1.0	0.0	1.4	1.6	1.0
025	0.0	1.0	0.0	0.0	0.3330000000000002	2.667	0.0
026	2.0	1.0	1.0	0.0	3.0	6.0	1.0
027	1.0	0.0	0.0	0.0	1.0	2.0	0.0
028	0.0	1.0	0.0	0.0	1.0	2.0	0.0
029	1.0	1.0	0.0	0.0	0.6680000000000001	2.332	0.0
030	0.0	0.0	0.0	0.0	0.0	0.0	0.0
031	1.0	0.0	0.0	0.0	0.3330000000000002	2.667	0.0
032	2.0	2.0	1.0	1.0	0.6660000000000004	5.334	1.0
033	1.0	0.0	1.0	0.0	1.0	2.0	1.0
034	2.0	2.0	1.0	1.0	3.0	6.0	1.0
035	0.0	1.0	0.0	0.0	0.6680000000000001	2.332	0.0
036	0.0	1.0	0.0	0.0	0.3330000000000002	2.667	0.0
037	3.0	1.0	1.0	1.0	3.0	9.0	2.0
038	1.0	0.0	0.0	0.0	1.0	2.0	0.0
039	2.0	2.0	2.0	1.0	3.0	6.0	2.0
040	1.0	0.0	0.0	0.0	1.0	2.0	0.0
041	2.0	0.0	1.0	0.0	0.6660000000000004	5.334	1.0
042	1.0	1.0	0.0	0.0	2.0	4.0	0.0
043	0.0	0.0	0.0	0.0	0.0	0.0	0.0
044	3.0	0.0	1.0	0.0	0.9990000000000006	8.001	1.0
045	1.0	1.0	0.0	0.0	1.0	2.0	0.0
046	0.0	0.0	0.0	0.0	0.0	0.0	0.0
047	3.0	2.0	1.0	1.0	4.0	8.0	2.0
048	1.0	0.0	1.0	0.0	0.6680000000000001	2.332	1.0
049	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
050	1.0	0.0	0.0	0.0	0.3330000000000002	2.667	0.0
051	1.0	0.0	0.0	0.0	0.6680000000000001	2.332	0.0
052	1.0	0.0	1.0	0.0	0.6680000000000001	2.332	1.0
053	1.0	0.0	0.0	0.0	0.3330000000000002	2.667	0.0
054	1.0	0.0	0.0	0.0	0.6680000000000001	2.332	0.0
055	4.0	2.0	2.0	2.0	4.0	11.0	3.0
056	0.0	1.0	0.0	1.0	1.0	2.0	1.0
057	3.0	2.0	2.0	2.0	2.3360000000000003	6.664	2.0
058	2.0	1.0	1.0	1.0	2.0	4.0	1.0
059	1.0	2.0	1.0	2.0	1.3330000000000002	4.667	2.0
060	1.0	1.0	1.0	1.0	1.0	2.0	1.0
061	2.0	1.0	0.0	1.0	1.6660000000000004	7.334	1.0
062	1.0	2.0	0.0	2.0	1.3330000000000002	4.667	1.0
063	3.0	0.0	2.0	0.0	3.0	6.0	2.0
064	2.0	0.0	1.0	0.0	0.6660000000000004	5.334	1.0
065	3.0	0.0	2.0	0.0	3.0	6.0	2.0
066	3.0	0.0	3.0	0.0	3.0	6.0	3.0
067	3.0	0.0	2.0	0.0	3.0	6.0	2.0
068	1.0	0.0	0.0	0.0	1.0	2.0	0.0
069	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
070	1.0	0.0	1.0	0.0	1.0	2.0	1.0
071	0.0	0.0	0.0	0.0	0.0	0.0	0.0
072	4.0	0.0	2.0	0.0	4.136	7.863999999999999	2.0
073	0.0	0.0	0.0	0.0	0.0	0.0	0.0
074	1.0	0.0	0.0	0.0	0.3330000000000002	2.667	0.0
075	1.0	0.0	0.0	0.0	0.3330000000000002	2.667	0.0
076	3.0	0.0	1.0	0.0	3.0	6.0	1.0
077	1.0	0.0	1.0	0.0	1.0	2.0	1.0
078	2.0	0.0	1.0	0.0	2.0	4.0	1.0
079	2.0	3.0	1.0	2.0	3.0	6.0	1.0
080	3.0	0.0	1.0	0.0	3.0	6.0	1.0
081	3.0	0.0	1.0	0.0	3.0	6.0	1.0
082	1.0	0.0	0.0	0.0	1.0	2.0	0.0
083	1.0	0.0	0.0	0.0	0.3330000000000002	2.667	0.0
084	1.0	0.0	0.0	0.0	1.0	2.0	0.0
085	1.0	0.0	0.0	0.0	0.3330000000000002	2.667	0.0
086	2.0	1.0	1.0	0.0	3.0	6.0	1.0
087	2.0	0.0	0.0	0.0	2.0	4.0	0.0
088	0.0	0.0	0.0	0.0	0.0	0.0	0.0
089	1.0	0.0	1.0	0.0	1.0	2.0	1.0
090	2.0	0.0	1.0	0.0	2.0	4.0	1.0
091	3.0	0.0	2.0	0.0	3.0	6.0	2.0
092	0.0	0.0	0.0	0.0	0.0	0.0	0.0
093	2.0	0.0	1.0	0.0	0.6660000000000004	5.334	1.0
094	1.0	0.0	1.0	0.0	1.0	2.0	1.0
095	1.0	1.0	1.0	0.0	0.6660000000000004	5.334	1.0
096	2.0	0.0	2.0	0.0	1.6680000000000001	4.332	2.0
097	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
098	4.0	0.0	2.0	0.0	2.3360000000000003	6.664	2.0
099	3.0	0.0	3.0	0.0	0.9990000000000006	8.001	3.0
100	3.0	0.0	1.0	0.0	2.3360000000000003	6.664	1.0
101	1.0	0.0	1.0	0.0	1.0	2.0	1.0
102	1.0	0.0	0.0	0.0	0.6680000000000001	2.332	0.0
103	2.0	0.0	1.0	0.0	2.0	4.0	1.0
104	1.0	0.0	0.0	0.0	0.6680000000000001	2.332	0.0
105	2.0	0.0	2.0	0.0	0.6660000000000004	5.334	2.0
106	2.0	0.0	1.0	0.0	2.0	4.0	1.0
107	3.0	0.0	1.0	0.0	3.0	6.0	1.0
108	0.0	0.0	0.0	0.0	0.0	0.0	0.0
109	0.0	0.0	0.0	0.0	0.0	0.0	0.0
110	2.0	0.0	1.0	0.0	2.0	4.0	1.0
111	1.0	1.0	1.0	1.0	0.6660000000000004	5.334	2.0
112	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
113	0.0	0.0	0.0	0.0	0.0	0.0	0.0
114	3.0	0.0	1.0	0.0	3.0	6.0	1.0
115	4.0	0.0	3.0	0.0	4.468	7.532	3.0
116	3.0	1.0	3.0	1.0	2.333	6.667	3.0
117	2.0	1.0	1.0	1.0	0.9990000000000006	8.001	2.0
118	0.0	3.0	0.0	2.0	1.6660000000000004	7.334	2.0
119	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120	2.0	3.0	1.0	2.0	2.6660000000000004	9.334	2.0
121	3.0	3.0	3.0	2.0	2.6660000000000004	9.334	3.0
122	3.0	0.0	1.0	0.0	3.0	6.0	1.0
123	2.0	2.0	1.0	1.0	3.333	8.667	2.0
124	2.0	4.0	1.0	3.0	3.6660000000000004	11.334	3.0
125	2.0	0.0	0.0	0.0	2.0	4.0	0.0
126	3.0	0.0	2.0	0.0	0.9990000000000006	8.001	2.0
127	3.0	0.0	1.0	0.0	3.0	6.0	1.0
128	0.0	0.0	0.0	0.0	0.0	0.0	0.0
129	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130	0.0	0.0	0.0	0.0	0.0	0.0	0.0
131	2.0	0.0	2.0	0.0	1.3360000000000003	4.664	2.0
132	2.0	0.0	1.0	0.0	0.6660000000000004	5.334	1.0
133	1.0	0.0	1.0	0.0	1.0	2.0	1.0
134	4.0	0.0	4.0	0.0	4.0	8.0	4.0
135	2.0	0.0	2.0	0.0	2.0	4.0	2.0
136	1.0	0.0	0.0	0.0	0.3330000000000002	2.667	0.0
137	2.0	0.0	1.0	0.0	0.6660000000000004	5.334	1.0
138	0.0	0.0	0.0	0.0	0.0	0.0	0.0
139	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
140	4.0	0.0	3.0	0.0	2.3360000000000003	6.664	2.0
141	0.0	0.0	0.0	0.0	0.0	0.0	0.0
142	1.0	0.0	0.0	0.0	0.3330000000000002	2.667	0.0
143	1.0	0.0	0.0	0.0	1.0	2.0	0.0
144	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
145	3.0	0.0	2.0	0.0	2.3360000000000003	6.664	2.0
146	0.0	0.0	0.0	0.0	0.0	0.0	0.0
147	3.0	0.0	2.0	0.0	3.068	5.932	2.0
148	3.0	0.0	1.0	0.0	3.0	6.0	1.0
149	1.0	0.0	1.0	0.0	1.0	2.0	1.0
150	4.0	0.0	2.0	0.0	4.8	7.2	2.0
151	0.0	0.0	0.0	0.0	0.0	0.0	0.0
152	2.0	0.0	1.0	0.0	2.0	4.0	1.0
153	3.0	0.0	2.0	0.0	3.0	6.0	2.0
154	3.0	0.0	1.0	0.0	3.0	6.0	1.0
155	2.0	0.0	2.0	0.0	0.6660000000000004	5.334	2.0
156	0.0	0.0	0.0	0.0	0.0	0.0	0.0
157	0.0	0.0	0.0	0.0	0.0	0.0	0.0
158	0.0	0.0	0.0	0.0	0.0	0.0	0.0
159	3.0	0.0	1.0	0.0	3.0	6.0	1.0
160	1.0	0.0	1.0	0.0	1.0	2.0	1.0
161	0.0	0.0	0.0	0.0	0.0	0.0	0.0
162	2.0	0.0	2.0	0.0	2.0	4.0	2.0
163	3.0	0.0	1.0	0.0	3.0	6.0	1.0
164	2.0	0.0	0.0	0.0	0.6660000000000004	5.334	0.0
165	1.0	0.0	1.0	0.0	1.0	2.0	1.0
166	0.0	0.0	0.0	0.0	0.0	0.0	0.0
167	2.0	0.0	1.0	0.0	2.0	4.0	1.0
168	2.0	0.0	2.0	0.0	0.6660000000000004	5.334	2.0
169	0.0	0.0	0.0	0.0	0.0	0.0	0.0
170	3.0	0.0	3.0	0.0	3.0	6.0	3.0
171	0.0	0.0	0.0	0.0	0.0	0.0	0.0
172	2.0	1.0	1.0	0.0	2.0	4.0	1.0
173	3.0	0.0	1.0	0.0	3.0	6.0	1.0
174	2.0	0.0	1.0	0.0	2.0	4.0	1.0
175	2.0	1.0	0.0	0.0	0.9990000000000006	8.001	0.0
176	1.0	2.0	1.0	1.0	0.9990000000000006	8.001	2.0
177	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
178	1.0	3.0	1.0	2.0	1.6680000000000001	4.332	1.0
179	2.0	0.0	0.0	0.0	1.3360000000000003	4.664	0.0
180	4.0	0.0	3.0	0.0	4.0	8.0	3.0
181	3.0	0.0	3.0	0.0	1.6680000000000001	4.332	2.0
182	1.0	1.0	1.0	1.0	1.0	2.0	1.0
183	1.0	0.0	1.0	0.0	1.0	2.0	1.0
184	0.0	1.0	0.0	1.0	0.3330000000000002	2.667	1.0
185	0.0	0.0	0.0	0.0	0.0	0.0	0.0
186	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
187	3.0	0.0	2.0	0.0	0.9990000000000006	8.001	2.0
188	2.0	0.0	2.0	0.0	2.4	3.6	2.0
