all_syn	all_nonSyn	tip_syn	tip_nonSyn	S	N	comparisons
001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
002	1.0	6.0	0.0	2.0	3.9990000000000006	14.001	2.0
003	3.0	1.0	1.0	1.0	3.333	8.667	2.0
004	4.0	3.0	3.0	0.0	3.3340000000000005	11.666	3.0
005	2.0	3.0	0.0	1.0	4.0	8.0	1.0
006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
007	0.0	2.0	0.0	2.0	1.3330000000000002	4.667	2.0
008	3.0	3.0	1.0	2.0	5.4	9.6	2.0
009	1.0	4.0	1.0	3.0	1.9990000000000006	10.001	3.0
010	1.0	2.0	1.0	2.0	1.6680000000000001	4.332	2.0
011	0.0	1.0	0.0	1.0	0.3330000000000002	2.667	1.0
012	0.0	0.0	0.0	0.0	0.0	0.0	0.0
013	0.0	2.0	0.0	1.0	0.6660000000000004	5.334	1.0
014	1.0	3.0	1.0	2.0	2.333	6.667	2.0
015	1.0	2.0	0.0	0.0	2.4	3.6	0.0
016	2.0	2.0	0.0	1.0	3.4	8.6	1.0
017	1.0	5.0	1.0	1.0	2.6660000000000004	9.334	2.0
018	2.0	3.0	2.0	0.0	1.9990000000000006	10.001	2.0
019	2.0	2.0	0.0	0.0	2.333	6.667	0.0
020	2.0	3.0	0.0	1.0	2.6670000000000007	12.332999999999998	1.0
021	2.0	4.0	1.0	2.0	3.6660000000000004	11.334	3.0
022	2.0	1.0	0.0	1.0	1.6660000000000004	7.334	1.0
023	2.0	3.0	0.0	0.0	2.6660000000000004	9.334	0.0
024	1.0	2.0	0.0	1.0	1.6660000000000004	7.334	1.0
025	3.0	4.0	1.0	2.0	4.7330000000000005	10.267	3.0
026	0.0	3.0	0.0	1.0	1.6660000000000004	7.334	1.0
027	1.0	1.0	1.0	0.0	2.0	4.0	1.0
028	1.0	2.0	0.0	0.0	1.3330000000000002	4.667	0.0
029	2.0	4.0	1.0	1.0	4.333	10.667	2.0
030	3.0	3.0	1.0	1.0	1.9990000000000006	10.001	2.0
031	2.0	3.0	1.0	1.0	3.0	6.0	1.0
032	1.0	4.0	1.0	0.0	1.9990000000000006	10.001	1.0
033	1.0	3.0	0.0	1.0	1.3330000000000002	4.667	1.0
034	1.0	4.0	1.0	1.0	2.3320000000000007	12.668	2.0
035	3.0	4.0	1.0	2.0	4.001	10.998999999999999	3.0
036	2.0	4.0	0.0	1.0	2.0	7.0	1.0
037	2.0	7.0	1.0	3.0	5.067	15.933	3.0
038	0.0	3.0	0.0	1.0	2.333	6.667	1.0
039	4.0	2.0	1.0	0.0	2.9990000000000006	12.001	1.0
040	3.0	2.0	2.0	1.0	2.0010000000000003	6.999	2.0
041	1.0	1.0	0.0	0.0	2.0	4.0	0.0
042	1.0	1.0	0.0	0.0	1.0	2.0	0.0
043	1.0	4.0	1.0	2.0	1.6660000000000004	7.334	2.0
044	4.0	2.0	2.0	0.0	4.0	8.0	2.0
045	3.0	2.0	1.0	1.0	5.0	10.0	2.0
046	2.0	2.0	1.0	1.0	3.0	6.0	2.0
047	1.0	1.0	0.0	0.0	2.0	4.0	0.0
048	1.0	3.0	1.0	1.0	3.0	6.0	1.0
049	1.0	2.0	1.0	1.0	1.6660000000000004	7.334	2.0
050	0.0	0.0	0.0	0.0	0.0	0.0	0.0
051	1.0	4.0	1.0	1.0	1.9990000000000006	10.001	2.0
052	2.0	3.0	1.0	2.0	2.0010000000000003	6.999	1.0
053	0.0	1.0	0.0	0.0	0.3330000000000002	2.667	0.0
054	0.0	0.0	0.0	0.0	0.0	0.0	0.0
055	1.0	1.0	0.0	1.0	2.0	4.0	1.0
056	0.0	3.0	0.0	0.0	2.0	4.0	0.0
057	2.0	0.0	1.0	0.0	2.0	4.0	1.0
058	0.0	1.0	0.0	1.0	1.0	2.0	1.0
059	0.0	1.0	0.0	1.0	1.0	2.0	1.0
060	0.0	2.0	0.0	1.0	2.0	4.0	1.0
061	0.0	2.0	0.0	0.0	2.0	4.0	0.0
062	1.0	2.0	1.0	1.0	2.0	4.0	1.0
063	1.0	2.0	0.0	1.0	1.3330000000000002	4.667	1.0
064	0.0	3.0	0.0	1.0	1.3330000000000002	4.667	1.0
065	1.0	1.0	1.0	1.0	1.0	2.0	1.0
066	0.0	3.0	0.0	0.0	3.0	6.0	0.0
067	3.0	0.0	0.0	0.0	3.0	6.0	0.0
068	1.0	1.0	0.0	0.0	1.3330000000000002	4.667	0.0
069	1.0	0.0	0.0	0.0	1.0	2.0	0.0
070	1.0	1.0	1.0	0.0	2.4	3.6	1.0
071	2.0	1.0	0.0	0.0	2.0	4.0	0.0
072	1.0	1.0	0.0	0.0	1.0	2.0	0.0
073	0.0	0.0	0.0	0.0	0.0	0.0	0.0
074	0.0	2.0	0.0	0.0	0.0	3.0	0.0
075	1.0	1.0	1.0	1.0	1.3330000000000002	4.667	2.0
076	0.0	2.0	0.0	1.0	2.0	4.0	1.0
077	1.0	3.0	1.0	2.0	2.0	7.0	2.0
078	0.0	2.0	0.0	1.0	2.0	4.0	1.0
079	0.0	0.0	0.0	0.0	0.0	0.0	0.0
080	2.0	3.0	1.0	1.0	1.6660000000000004	7.334	1.0
081	1.0	2.0	0.0	0.0	1.3330000000000002	4.667	0.0
082	0.0	0.0	0.0	0.0	0.0	0.0	0.0
083	0.0	4.0	0.0	1.0	4.4	7.6	1.0
084	4.0	2.0	1.0	1.0	4.0	8.0	2.0
085	0.0	3.0	0.0	0.0	2.333	6.667	0.0
086	0.0	2.0	0.0	0.0	0.6660000000000004	5.334	0.0
087	1.0	4.0	0.0	0.0	2.333	6.667	0.0
088	1.0	3.0	0.0	0.0	1.3330000000000002	4.667	0.0
089	1.0	1.0	0.0	0.0	1.3330000000000002	4.667	0.0
090	3.0	4.0	1.0	0.0	5.001	12.998999999999999	1.0
091	2.0	1.0	0.0	0.0	3.0	6.0	0.0
092	0.0	0.0	0.0	0.0	0.0	0.0	0.0
093	2.0	1.0	0.0	0.0	2.333	6.667	0.0
094	2.0	2.0	0.0	0.0	3.0	6.0	0.0
095	2.0	4.0	0.0	2.0	2.6660000000000004	9.334	1.0
096	0.0	1.0	0.0	0.0	1.0	2.0	0.0
097	1.0	0.0	0.0	0.0	1.0	2.0	0.0
098	2.0	2.0	0.0	0.0	2.333	6.667	0.0
099	1.0	1.0	0.0	1.0	2.0	4.0	1.0
100	0.0	1.0	0.0	0.0	0.6680000000000001	2.332	0.0
101	0.0	1.0	0.0	0.0	1.0	2.0	0.0
102	2.0	1.0	0.0	0.0	1.733	4.2669999999999995	0.0
103	1.0	3.0	0.0	0.0	3.4	8.6	0.0
104	2.0	0.0	1.0	0.0	2.4	3.6	1.0
105	1.0	0.0	0.0	0.0	1.0	2.0	0.0
106	1.0	4.0	0.0	0.0	3.0	6.0	0.0
107	1.0	1.0	0.0	0.0	2.068	3.932	0.0
108	0.0	0.0	0.0	0.0	0.0	0.0	0.0
109	1.0	2.0	0.0	0.0	1.0	2.0	0.0
110	0.0	3.0	0.0	0.0	2.668	6.332	0.0
111	1.0	2.0	0.0	1.0	2.733	6.2669999999999995	1.0
112	1.0	3.0	0.0	1.0	2.0	4.0	1.0
113	1.0	4.0	0.0	1.0	2.333	6.667	1.0
114	0.0	3.0	0.0	0.0	2.0010000000000003	6.999	0.0
115	1.0	3.0	0.0	2.0	2.0	4.0	1.0
116	1.0	4.0	0.0	0.0	3.0	9.0	0.0
117	1.0	1.0	1.0	1.0	0.6680000000000001	2.332	1.0
118	1.0	1.0	1.0	1.0	0.3330000000000002	2.667	1.0
119	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120	0.0	2.0	0.0	0.0	1.6680000000000001	4.332	0.0
121	1.0	0.0	0.0	0.0	1.0	2.0	0.0
122	0.0	3.0	0.0	0.0	1.6680000000000001	7.332	0.0
123	1.0	2.0	0.0	0.0	3.4	5.6	0.0
124	2.0	0.0	0.0	0.0	2.0	4.0	0.0
125	1.0	1.0	1.0	1.0	2.4	3.6	2.0
126	0.0	3.0	0.0	2.0	2.0	7.0	2.0
127	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
128	3.0	0.0	1.0	0.0	0.9990000000000006	8.001	1.0
129	0.0	4.0	0.0	1.0	3.333	8.667	1.0
130	1.0	0.0	0.0	0.0	0.6680000000000001	2.332	0.0
131	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
132	2.0	0.0	1.0	0.0	0.6660000000000004	5.334	1.0
133	0.0	3.0	0.0	1.0	1.3330000000000002	4.667	1.0
134	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
135	0.0	0.0	0.0	0.0	0.0	0.0	0.0
136	1.0	3.0	1.0	1.0	2.6660000000000004	9.334	2.0
137	1.0	3.0	1.0	0.0	1.6660000000000004	7.334	1.0
138	0.0	3.0	0.0	0.0	1.3330000000000002	4.667	0.0
139	1.0	3.0	0.0	1.0	4.068	7.932	1.0
140	2.0	3.0	0.0	2.0	4.333	10.667	2.0
141	1.0	1.0	0.0	1.0	1.3330000000000002	4.667	1.0
142	1.0	4.0	0.0	1.0	3.6660000000000004	11.334	1.0
143	2.0	0.0	1.0	0.0	1.3360000000000003	4.664	1.0
144	1.0	3.0	0.0	1.0	0.6660000000000004	5.334	1.0
145	0.0	0.0	0.0	0.0	0.0	0.0	0.0
146	0.0	1.0	0.0	0.0	0.3330000000000002	2.667	0.0
147	0.0	2.0	0.0	1.0	0.6660000000000004	5.334	1.0
148	0.0	0.0	0.0	0.0	0.0	0.0	0.0
149	0.0	0.0	0.0	0.0	0.0	0.0	0.0
150	0.0	1.0	0.0	0.0	1.0	2.0	0.0
151	2.0	0.0	2.0	0.0	0.6660000000000004	5.334	2.0
152	0.0	1.0	0.0	1.0	0.3330000000000002	2.667	1.0
153	2.0	1.0	1.0	1.0	1.6680000000000001	4.332	1.0
154	2.0	0.0	1.0	0.0	0.6660000000000004	5.334	1.0
155	1.0	3.0	1.0	1.0	3.0010000000000003	8.998999999999999	2.0
156	1.0	4.0	1.0	0.0	1.9990000000000006	10.001	1.0
157	2.0	2.0	1.0	0.0	2.4010000000000002	9.599	1.0
158	1.0	0.0	1.0	0.0	1.0	2.0	1.0
159	0.0	2.0	0.0	0.0	0.3330000000000002	2.667	0.0
160	2.0	0.0	2.0	0.0	2.068	3.932	2.0
161	2.0	7.0	1.0	3.0	5.666	15.334	3.0
162	0.0	0.0	0.0	0.0	0.0	0.0	0.0
163	1.0	3.0	0.0	1.0	1.6680000000000001	4.332	1.0
164	1.0	2.0	1.0	0.0	2.0	4.0	1.0
165	2.0	1.0	0.0	0.0	3.0	6.0	0.0
166	1.0	0.0	0.0	0.0	1.4	1.6	0.0
167	1.0	3.0	0.0	1.0	2.333	6.667	1.0
168	1.0	1.0	1.0	0.0	2.0	4.0	1.0
169	2.0	1.0	1.0	0.0	2.0	4.0	1.0
170	1.0	1.0	0.0	0.0	1.0	2.0	0.0
171	1.0	1.0	0.0	1.0	1.6680000000000001	4.332	1.0
172	1.0	1.0	0.0	0.0	1.0	2.0	0.0
173	1.0	1.0	0.0	0.0	1.4	1.6	0.0
174	2.0	4.0	1.0	3.0	5.336	12.664000000000001	4.0
175	1.0	0.0	1.0	0.0	1.0	2.0	1.0
176	2.0	0.0	1.0	0.0	2.0	4.0	1.0
177	3.0	0.0	2.0	0.0	0.9990000000000006	8.001	2.0
178	3.0	0.0	0.0	0.0	3.0	6.0	0.0
179	3.0	0.0	0.0	0.0	0.9990000000000006	8.001	0.0
180	3.0	0.0	2.0	0.0	3.0	6.0	2.0
181	3.0	2.0	1.0	1.0	4.668	10.332	2.0
182	3.0	0.0	1.0	0.0	2.3360000000000003	6.664	1.0
183	2.0	1.0	1.0	0.0	3.0	6.0	1.0
184	3.0	0.0	1.0	0.0	0.9990000000000006	8.001	1.0
185	3.0	0.0	1.0	0.0	2.0040000000000004	6.9959999999999996	1.0
186	0.0	1.0	0.0	0.0	0.0	3.0	0.0
187	2.0	0.0	0.0	0.0	2.0	4.0	0.0
188	2.0	0.0	1.0	0.0	2.0	4.0	1.0
189	2.0	2.0	2.0	2.0	1.3330000000000002	4.667	2.0
190	1.0	1.0	1.0	0.0	2.0	4.0	1.0
191	3.0	3.0	2.0	2.0	4.333	10.667	3.0
192	3.0	2.0	2.0	0.0	3.0660000000000003	8.934	2.0
193	3.0	3.0	2.0	2.0	4.734	13.266	4.0
194	0.0	0.0	0.0	0.0	0.0	0.0	0.0
195	0.0	0.0	0.0	0.0	0.0	0.0	0.0
196	0.0	1.0	0.0	1.0	0.3330000000000002	2.667	1.0
197	2.0	6.0	1.0	6.0	5.066000000000001	12.934	5.0
