all_syn	all_nonSyn	tip_syn	tip_nonSyn	S	N	comparisons
001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
003	2.0	0.0	1.0	0.0	2.0	4.0	1.0
004	0.0	0.0	0.0	0.0	0.0	0.0	0.0
005	1.0	0.0	1.0	0.0	1.0	2.0	1.0
006	0.0	1.0	0.0	0.0	1.4	1.6	0.0
007	0.0	0.0	0.0	0.0	0.0	0.0	0.0
008	0.0	0.0	0.0	0.0	0.0	0.0	0.0
009	2.0	0.0	1.0	0.0	2.0	4.0	1.0
010	0.0	0.0	0.0	0.0	0.0	0.0	0.0
011	0.0	4.0	0.0	3.0	1.6660000000000004	7.334	2.0
012	2.0	1.0	1.0	1.0	1.3330000000000002	4.667	1.0
013	0.0	1.0	0.0	0.0	0.6680000000000001	2.332	0.0
014	1.0	2.0	1.0	1.0	2.0	4.0	1.0
015	0.0	2.0	0.0	2.0	0.3330000000000002	2.667	1.0
016	1.0	0.0	0.0	0.0	0.3330000000000002	2.667	0.0
017	1.0	2.0	1.0	1.0	1.3330000000000002	4.667	1.0
018	2.0	4.0	1.0	2.0	1.6660000000000004	7.334	1.0
019	1.0	2.0	1.0	0.0	2.333	6.667	1.0
020	1.0	2.0	1.0	2.0	0.3330000000000002	2.667	1.0
021	0.0	1.0	0.0	1.0	1.0	2.0	1.0
022	0.0	3.0	0.0	1.0	0.9990000000000006	8.001	1.0
023	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
024	2.0	2.0	1.0	2.0	0.6660000000000004	5.334	1.0
025	1.0	2.0	1.0	2.0	0.6660000000000004	5.334	2.0
026	1.0	2.0	1.0	2.0	0.3330000000000002	2.667	1.0
027	0.0	1.0	0.0	0.0	0.3330000000000002	2.667	0.0
028	2.0	3.0	0.0	1.0	1.6660000000000004	7.334	1.0
029	0.0	0.0	0.0	0.0	0.0	0.0	0.0
030	2.0	1.0	0.0	1.0	2.668	6.332	1.0
031	2.0	1.0	0.0	0.0	2.0	4.0	0.0
032	0.0	2.0	0.0	1.0	1.3330000000000002	4.667	1.0
033	1.0	2.0	0.0	0.0	3.0	6.0	0.0
034	1.0	3.0	1.0	1.0	4.4	7.6	2.0
035	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
036	1.0	3.0	0.0	1.0	2.333	6.667	1.0
037	1.0	2.0	1.0	2.0	0.3330000000000002	2.667	1.0
038	1.0	1.0	1.0	1.0	1.0	2.0	1.0
039	1.0	1.0	1.0	1.0	0.3330000000000002	2.667	1.0
040	0.0	1.0	0.0	1.0	1.0	2.0	1.0
041	1.0	2.0	0.0	0.0	1.3330000000000002	4.667	0.0
042	1.0	2.0	0.0	2.0	1.3330000000000002	4.667	1.0
043	1.0	2.0	1.0	1.0	2.4	3.6	1.0
044	0.0	2.0	0.0	0.0	2.0	4.0	0.0
045	2.0	2.0	1.0	1.0	3.0	6.0	1.0
046	0.0	1.0	0.0	0.0	1.0	2.0	0.0
047	1.0	0.0	0.0	0.0	0.3330000000000002	2.667	0.0
048	1.0	0.0	0.0	0.0	1.0	2.0	0.0
049	1.0	1.0	1.0	0.0	2.0	4.0	1.0
050	0.0	1.0	0.0	0.0	0.3330000000000002	2.667	0.0
051	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
052	0.0	2.0	0.0	0.0	0.3330000000000002	2.667	0.0
053	0.0	1.0	0.0	0.0	0.3330000000000002	2.667	0.0
054	1.0	1.0	0.0	0.0	1.0	2.0	0.0
055	0.0	2.0	0.0	0.0	1.0	2.0	0.0
056	0.0	1.0	0.0	0.0	0.3330000000000002	2.667	0.0
057	1.0	0.0	0.0	0.0	1.0	2.0	0.0
058	1.0	0.0	0.0	0.0	1.0	2.0	0.0
059	0.0	2.0	0.0	0.0	1.3330000000000002	4.667	0.0
060	0.0	1.0	0.0	0.0	1.0	2.0	0.0
061	0.0	1.0	0.0	1.0	0.3330000000000002	2.667	1.0
062	0.0	1.0	0.0	0.0	1.0	2.0	0.0
063	0.0	1.0	0.0	0.0	1.0	2.0	0.0
064	1.0	0.0	0.0	0.0	1.0	2.0	0.0
065	0.0	3.0	0.0	0.0	1.6660000000000004	7.334	0.0
066	0.0	0.0	0.0	0.0	0.0	0.0	0.0
067	0.0	1.0	0.0	0.0	1.0	2.0	0.0
068	1.0	1.0	0.0	0.0	2.0	4.0	0.0
069	0.0	0.0	0.0	0.0	0.0	0.0	0.0
070	0.0	0.0	0.0	0.0	0.0	0.0	0.0
071	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
072	1.0	2.0	1.0	2.0	0.3330000000000002	2.667	1.0
073	0.0	0.0	0.0	0.0	0.0	0.0	0.0
074	0.0	0.0	0.0	0.0	0.0	0.0	0.0
075	0.0	0.0	0.0	0.0	0.0	0.0	0.0
076	0.0	0.0	0.0	0.0	0.0	0.0	0.0
077	0.0	0.0	0.0	0.0	0.0	0.0	0.0
078	0.0	3.0	0.0	1.0	1.6660000000000004	7.334	1.0
079	1.0	1.0	0.0	0.0	1.3330000000000002	4.667	0.0
080	1.0	0.0	0.0	0.0	1.0	2.0	0.0
081	0.0	2.0	0.0	1.0	1.6680000000000001	4.332	1.0
082	0.0	0.0	0.0	0.0	0.0	0.0	0.0
083	1.0	0.0	0.0	0.0	1.0	2.0	0.0
084	1.0	1.0	0.0	0.0	0.3330000000000002	2.667	0.0
085	0.0	0.0	0.0	0.0	0.0	0.0	0.0
086	1.0	1.0	0.0	0.0	0.6660000000000004	5.334	0.0
087	0.0	2.0	0.0	1.0	0.6660000000000004	5.334	1.0
088	1.0	0.0	0.0	0.0	0.3330000000000002	2.667	0.0
089	0.0	1.0	0.0	0.0	1.0	2.0	0.0
090	0.0	1.0	0.0	1.0	0.3330000000000002	2.667	1.0
091	1.0	2.0	0.0	1.0	1.6660000000000004	7.334	1.0
092	0.0	1.0	0.0	0.0	0.6680000000000001	2.332	0.0
093	1.0	1.0	0.0	0.0	2.0	4.0	0.0
094	1.0	1.0	0.0	0.0	2.068	3.932	0.0
095	0.0	0.0	0.0	0.0	0.0	0.0	0.0
096	1.0	0.0	0.0	0.0	0.3330000000000002	2.667	0.0
097	0.0	2.0	0.0	0.0	1.3330000000000002	4.667	0.0
098	0.0	0.0	0.0	0.0	0.0	0.0	0.0
099	1.0	1.0	1.0	0.0	2.0	4.0	1.0
100	0.0	0.0	0.0	0.0	0.0	0.0	0.0
101	0.0	0.0	0.0	0.0	0.0	0.0	0.0
102	0.0	0.0	0.0	0.0	0.0	0.0	0.0
103	0.0	0.0	0.0	0.0	0.0	0.0	0.0
104	0.0	0.0	0.0	0.0	0.0	0.0	0.0
105	0.0	2.0	0.0	0.0	0.0	3.0	0.0
106	1.0	3.0	0.0	3.0	0.6660000000000004	8.334	2.0
107	0.0	1.0	0.0	1.0	0.3330000000000002	2.667	1.0
108	1.0	2.0	0.0	0.0	2.3360000000000003	6.664	0.0
109	2.0	1.0	0.0	1.0	2.333	6.667	1.0
110	2.0	4.0	1.0	2.0	1.6660000000000004	7.334	2.0
111	2.0	0.0	2.0	0.0	0.6680000000000001	2.332	1.0
112	1.0	3.0	1.0	2.0	1.3330000000000002	4.667	1.0
113	1.0	2.0	0.0	2.0	1.3330000000000002	4.667	1.0
114	1.0	3.0	0.0	2.0	2.0	4.0	1.0
115	1.0	0.0	1.0	0.0	1.0	2.0	1.0
116	1.0	0.0	1.0	0.0	1.0	2.0	1.0
117	1.0	3.0	1.0	2.0	1.0	5.0	1.0
118	0.0	0.0	0.0	0.0	0.0	0.0	0.0
119	2.0	1.0	1.0	0.0	1.6660000000000004	7.334	1.0
120	1.0	4.0	1.0	3.0	1.6660000000000004	7.334	2.0
121	1.0	1.0	1.0	1.0	0.3330000000000002	2.667	1.0
122	1.0	2.0	1.0	1.0	2.0	4.0	1.0
123	1.0	2.0	0.0	1.0	2.0	4.0	1.0
124	1.0	2.0	0.0	0.0	2.0	4.0	0.0
125	0.0	0.0	0.0	0.0	0.0	0.0	0.0
126	1.0	0.0	1.0	0.0	1.0	2.0	1.0
127	0.0	1.0	0.0	1.0	0.3330000000000002	2.667	1.0
128	0.0	2.0	0.0	0.0	2.0	4.0	0.0
129	1.0	1.0	0.0	1.0	2.0	4.0	1.0
130	0.0	1.0	0.0	1.0	0.0	3.0	1.0
131	0.0	0.0	0.0	0.0	0.0	0.0	0.0
132	0.0	0.0	0.0	0.0	0.0	0.0	0.0
133	0.0	1.0	0.0	0.0	1.0	2.0	0.0
134	1.0	2.0	0.0	0.0	0.0	3.0	0.0
135	1.0	2.0	0.0	1.0	1.3330000000000002	4.667	1.0
136	0.0	0.0	0.0	0.0	0.0	0.0	0.0
137	0.0	0.0	0.0	0.0	0.0	0.0	0.0
138	0.0	0.0	0.0	0.0	0.0	0.0	0.0
139	0.0	0.0	0.0	0.0	0.0	0.0	0.0
140	0.0	0.0	0.0	0.0	0.0	0.0	0.0
141	0.0	0.0	0.0	0.0	0.0	0.0	0.0
142	0.0	0.0	0.0	0.0	0.0	0.0	0.0
143	0.0	0.0	0.0	0.0	0.0	0.0	0.0
144	0.0	2.0	0.0	0.0	0.6680000000000001	2.332	0.0
145	0.0	0.0	0.0	0.0	0.0	0.0	0.0
146	0.0	1.0	0.0	1.0	1.0	2.0	1.0
147	1.0	2.0	1.0	1.0	1.3330000000000002	7.667	2.0
148	1.0	2.0	0.0	2.0	0.6660000000000004	5.334	1.0
149	0.0	2.0	0.0	2.0	0.3330000000000002	2.667	1.0
150	0.0	2.0	0.0	2.0	0.3330000000000002	2.667	1.0
151	1.0	1.0	1.0	1.0	0.6680000000000001	2.332	1.0
152	1.0	3.0	1.0	2.0	2.0010000000000003	6.999	2.0
153	1.0	3.0	1.0	2.0	2.733	6.2669999999999995	2.0
154	1.0	2.0	1.0	2.0	2.0	4.0	2.0
155	1.0	2.0	1.0	2.0	1.3330000000000002	4.667	2.0
156	0.0	2.0	0.0	1.0	0.6660000000000004	5.334	1.0
157	2.0	1.0	1.0	1.0	3.0	6.0	2.0
158	2.0	2.0	1.0	1.0	3.0	6.0	2.0
159	3.0	1.0	2.0	1.0	3.4	5.6	2.0
160	0.0	3.0	0.0	0.0	1.3330000000000002	7.667	0.0
161	0.0	0.0	0.0	0.0	0.0	0.0	0.0
162	1.0	0.0	0.0	0.0	0.3330000000000002	2.667	0.0
163	0.0	2.0	0.0	0.0	0.3330000000000002	2.667	0.0
164	1.0	0.0	0.0	0.0	0.6680000000000001	2.332	0.0
165	1.0	1.0	0.0	0.0	2.0	4.0	0.0
166	1.0	0.0	0.0	0.0	0.3330000000000002	2.667	0.0
167	1.0	1.0	1.0	0.0	2.0	4.0	1.0
168	1.0	1.0	0.0	0.0	2.0	4.0	0.0
169	1.0	2.0	0.0	0.0	1.0	2.0	0.0
170	2.0	1.0	1.0	0.0	3.0	6.0	1.0
171	1.0	1.0	1.0	1.0	0.3330000000000002	2.667	1.0
172	3.0	3.0	2.0	2.0	2.668	6.332	2.0
173	0.0	0.0	0.0	0.0	0.0	0.0	0.0
174	0.0	4.0	0.0	3.0	2.6660000000000004	9.334	3.0
175	1.0	4.0	1.0	3.0	3.333	8.667	3.0
176	2.0	1.0	1.0	1.0	3.4	5.6	2.0
177	1.0	4.0	1.0	4.0	1.0010000000000003	4.999	2.0
178	0.0	5.0	0.0	5.0	2.333	6.667	3.0
179	1.0	2.0	0.0	2.0	2.333	6.667	2.0
180	2.0	3.0	2.0	2.0	2.6660000000000004	9.334	3.0
181	1.0	3.0	1.0	3.0	1.3330000000000002	4.667	2.0
182	2.0	5.0	1.0	3.0	1.9990000000000006	10.001	2.0
183	0.0	0.0	0.0	0.0	0.0	0.0	0.0
184	1.0	5.0	1.0	4.0	4.001	10.998999999999999	4.0
185	0.0	3.0	0.0	3.0	0.6660000000000004	5.334	2.0
186	2.0	5.0	1.0	3.0	2.665000000000001	15.334999999999999	3.0
187	2.0	2.0	2.0	2.0	2.0	4.0	2.0
