all_syn	all_nonSyn	tip_syn	tip_nonSyn	S	N	comparisons
001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
002	4.0	7.0	4.0	4.0	4.9990000000000006	19.000999999999998	5.0
003	3.0	4.0	2.0	2.0	5.666	15.334	4.0
004	2.0	10.0	2.0	5.0	4.731000000000002	22.269	5.0
005	7.0	7.0	3.0	4.0	7.3340000000000005	19.666	4.0
006	1.0	0.0	1.0	0.0	1.0	2.0	1.0
007	0.0	2.0	0.0	1.0	0.0	6.0	1.0
008	2.0	9.0	1.0	5.0	3.3320000000000007	17.668	4.0
009	4.0	7.0	1.0	3.0	5.9990000000000006	18.000999999999998	3.0
010	2.0	5.0	1.0	2.0	1.998000000000001	16.002	3.0
011	3.0	4.0	1.0	1.0	4.068	10.931999999999999	2.0
012	4.0	5.0	1.0	3.0	5.667000000000001	18.333	4.0
013	5.0	4.0	3.0	1.0	8.066	18.933999999999997	4.0
014	2.0	2.0	2.0	1.0	1.9990000000000006	10.001	3.0
015	2.0	5.0	2.0	4.0	4.0	8.0	3.0
016	1.0	1.0	1.0	1.0	0.3330000000000002	2.667	1.0
017	4.0	6.0	2.0	4.0	7.002000000000001	19.998	6.0
018	3.0	5.0	3.0	2.0	3.6670000000000007	17.333	5.0
019	4.0	6.0	2.0	3.0	5.000000000000001	19.0	4.0
020	3.0	3.0	1.0	2.0	4.668	10.332	2.0
021	3.0	3.0	2.0	1.0	3.333	8.667	3.0
022	5.0	5.0	4.0	2.0	8.333	18.667	5.0
023	2.0	3.0	0.0	2.0	1.665000000000001	13.334999999999999	2.0
024	3.0	3.0	1.0	0.0	1.9990000000000006	10.001	1.0
025	5.0	2.0	2.0	0.0	4.333	10.667	2.0
026	3.0	3.0	2.0	1.0	3.6690000000000005	11.331	2.0
027	4.0	3.0	1.0	1.0	6.333	14.667	2.0
028	2.0	1.0	0.0	1.0	0.9990000000000006	8.001	1.0
029	2.0	4.0	2.0	2.0	4.6690000000000005	13.331	4.0
030	4.0	6.0	3.0	2.0	8.068000000000001	15.931999999999999	4.0
031	4.0	0.0	2.0	0.0	4.0	8.0	2.0
032	4.0	4.0	1.0	1.0	7.068	13.932	2.0
