all_syn	all_nonSyn	tip_syn	tip_nonSyn	S	N	comparisons
001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
002	0.0	0.0	0.0	0.0	0.0	0.0	0.0
003	0.0	2.0	0.0	1.0	0.6660000000000004	5.334	1.0
004	2.0	0.0	1.0	0.0	2.0	4.0	1.0
005	1.0	0.0	1.0	0.0	1.0	2.0	1.0
006	3.0	0.0	3.0	0.0	3.0	6.0	3.0
007	0.0	2.0	0.0	2.0	0.3330000000000002	2.667	1.0
008	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
009	1.0	0.0	1.0	0.0	1.0	2.0	1.0
010	1.0	0.0	1.0	0.0	1.4	1.6	1.0
011	0.0	1.0	0.0	1.0	0.6680000000000001	2.332	1.0
012	3.0	1.0	0.0	1.0	3.736	8.264	1.0
013	1.0	0.0	1.0	0.0	1.0	2.0	1.0
014	1.0	0.0	1.0	0.0	1.0	2.0	1.0
015	3.0	2.0	1.0	2.0	3.0	6.0	1.0
016	2.0	0.0	0.0	0.0	0.6660000000000004	5.334	0.0
017	2.0	0.0	2.0	0.0	2.0	4.0	2.0
018	2.0	0.0	0.0	0.0	2.0	4.0	0.0
019	1.0	1.0	1.0	1.0	0.6660000000000004	5.334	2.0
020	1.0	0.0	1.0	0.0	1.0	2.0	1.0
021	1.0	0.0	0.0	0.0	0.3330000000000002	2.667	0.0
022	2.0	0.0	0.0	0.0	2.0	4.0	0.0
023	3.0	0.0	2.0	0.0	3.0	6.0	2.0
024	1.0	1.0	0.0	1.0	1.3330000000000002	4.667	1.0
025	2.0	2.0	2.0	0.0	4.0	8.0	2.0
026	2.0	0.0	1.0	0.0	2.0	4.0	1.0
027	2.0	1.0	2.0	0.0	3.0	6.0	2.0
028	1.0	0.0	1.0	0.0	1.0	2.0	1.0
029	2.0	0.0	2.0	0.0	2.4	3.6	2.0
030	4.0	0.0	2.0	0.0	2.668	6.332	1.0
031	3.0	0.0	1.0	0.0	3.0	6.0	1.0
032	0.0	1.0	0.0	1.0	1.0	2.0	1.0
033	3.0	2.0	2.0	2.0	4.466	10.533999999999999	4.0
034	2.0	2.0	2.0	2.0	1.3330000000000002	4.667	2.0
035	2.0	1.0	0.0	1.0	1.6660000000000004	7.334	1.0
036	2.0	0.0	1.0	0.0	0.6660000000000004	5.334	1.0
037	1.0	0.0	1.0	0.0	1.0	2.0	1.0
038	1.0	0.0	1.0	0.0	1.0	2.0	1.0
039	3.0	0.0	3.0	0.0	1.6680000000000001	4.332	2.0
040	1.0	1.0	1.0	1.0	1.0	2.0	1.0
041	2.0	0.0	1.0	0.0	2.4	3.6	1.0
042	2.0	0.0	1.0	0.0	0.6660000000000004	5.334	1.0
043	4.0	0.0	1.0	0.0	3.668	8.332	1.0
044	4.0	0.0	2.0	0.0	4.0	8.0	2.0
045	0.0	1.0	0.0	0.0	1.0	2.0	0.0
046	1.0	0.0	1.0	0.0	1.0	2.0	1.0
047	3.0	0.0	2.0	0.0	3.0	6.0	2.0
048	2.0	0.0	2.0	0.0	2.0	4.0	2.0
049	1.0	0.0	0.0	0.0	0.3330000000000002	2.667	0.0
050	0.0	0.0	0.0	0.0	0.0	0.0	0.0
051	1.0	0.0	1.0	0.0	1.0	2.0	1.0
052	1.0	0.0	1.0	0.0	1.0	2.0	1.0
053	3.0	0.0	2.0	0.0	3.0	6.0	2.0
054	1.0	0.0	1.0	0.0	1.0	2.0	1.0
055	2.0	0.0	2.0	0.0	0.6660000000000004	5.334	2.0
056	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
057	3.0	0.0	2.0	0.0	3.0	6.0	2.0
058	2.0	0.0	1.0	0.0	2.0	4.0	1.0
059	1.0	2.0	1.0	2.0	0.6660000000000004	5.334	2.0
060	1.0	0.0	1.0	0.0	1.0	2.0	1.0
061	2.0	0.0	2.0	0.0	2.0	4.0	2.0
062	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
063	3.0	0.0	1.0	0.0	3.0	6.0	1.0
064	0.0	0.0	0.0	0.0	0.0	0.0	0.0
065	1.0	0.0	1.0	0.0	0.6680000000000001	2.332	1.0
066	4.0	0.0	0.0	0.0	4.0	8.0	0.0
067	2.0	0.0	2.0	0.0	2.0	4.0	2.0
068	2.0	0.0	0.0	0.0	2.0	4.0	0.0
069	1.0	0.0	1.0	0.0	1.0	2.0	1.0
070	1.0	0.0	1.0	0.0	1.0	2.0	1.0
071	3.0	0.0	3.0	0.0	3.0	6.0	3.0
072	1.0	0.0	1.0	0.0	1.0	2.0	1.0
073	1.0	0.0	1.0	0.0	1.0	2.0	1.0
074	2.0	0.0	1.0	0.0	0.6660000000000004	5.334	1.0
075	1.0	0.0	1.0	0.0	1.0	2.0	1.0
076	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
077	1.0	0.0	1.0	0.0	1.0	2.0	1.0
078	1.0	1.0	1.0	1.0	0.6660000000000004	5.334	2.0
079	0.0	3.0	0.0	3.0	1.6660000000000004	7.334	3.0
080	2.0	0.0	2.0	0.0	0.6660000000000004	5.334	2.0
081	1.0	2.0	1.0	1.0	3.0	6.0	2.0
082	0.0	0.0	0.0	0.0	0.0	0.0	0.0
083	1.0	0.0	1.0	0.0	1.0	2.0	1.0
084	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
085	0.0	0.0	0.0	0.0	0.0	0.0	0.0
086	1.0	0.0	0.0	0.0	1.0	2.0	0.0
087	1.0	0.0	1.0	0.0	1.0	2.0	1.0
088	2.0	0.0	2.0	0.0	2.0	4.0	2.0
089	1.0	0.0	0.0	0.0	1.0	2.0	0.0
090	3.0	0.0	2.0	0.0	3.0	6.0	2.0
091	3.0	1.0	2.0	1.0	3.0	6.0	2.0
092	3.0	4.0	3.0	3.0	4.4	7.6	3.0
093	3.0	1.0	2.0	1.0	3.0	6.0	2.0
094	2.0	1.0	1.0	1.0	2.668	6.332	2.0
095	3.0	1.0	1.0	1.0	0.9990000000000006	8.001	1.0
096	2.0	1.0	1.0	1.0	2.333	6.667	2.0
097	2.0	2.0	2.0	1.0	2.333	6.667	2.0
098	4.0	2.0	3.0	2.0	5.0	10.0	4.0
099	3.0	3.0	0.0	1.0	3.333	8.667	1.0
100	2.0	2.0	2.0	2.0	2.4	3.6	2.0
101	3.0	0.0	2.0	0.0	3.0	6.0	2.0
102	1.0	1.0	1.0	1.0	0.6660000000000004	5.334	2.0
103	2.0	4.0	2.0	2.0	4.666	13.334	4.0
104	1.0	4.0	1.0	3.0	3.333	8.667	3.0
105	1.0	5.0	1.0	3.0	3.6660000000000004	11.334	3.0
106	2.0	1.0	2.0	1.0	2.0	4.0	2.0
107	4.0	4.0	3.0	2.0	6.0	12.0	4.0
108	2.0	2.0	1.0	2.0	3.0	6.0	2.0
109	2.0	0.0	2.0	0.0	2.0	4.0	2.0
110	2.0	0.0	2.0	0.0	2.0	4.0	2.0
111	1.0	0.0	0.0	0.0	1.0	2.0	0.0
112	0.0	0.0	0.0	0.0	0.0	0.0	0.0
113	2.0	0.0	1.0	0.0	2.0	4.0	1.0
114	2.0	0.0	1.0	0.0	0.6660000000000004	5.334	1.0
115	3.0	0.0	3.0	0.0	0.9990000000000006	8.001	3.0
116	2.0	1.0	1.0	1.0	0.9990000000000006	8.001	2.0
117	1.0	0.0	1.0	0.0	0.6680000000000001	2.332	1.0
118	1.0	0.0	0.0	0.0	0.3330000000000002	2.667	0.0
119	3.0	0.0	2.0	0.0	2.668	6.332	2.0
120	2.0	1.0	2.0	1.0	1.6680000000000001	4.332	2.0
121	4.0	2.0	2.0	2.0	5.0	10.0	3.0
122	1.0	5.0	0.0	5.0	4.068	7.932	3.0
123	2.0	0.0	0.0	0.0	2.0	4.0	0.0
124	1.0	2.0	1.0	1.0	2.668	6.332	2.0
125	1.0	0.0	0.0	0.0	1.0	2.0	0.0
126	0.0	3.0	0.0	2.0	0.9990000000000006	8.001	2.0
127	3.0	2.0	2.0	1.0	5.0	10.0	3.0
128	0.0	0.0	0.0	0.0	0.0	0.0	0.0
129	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130	0.0	0.0	0.0	0.0	0.0	0.0	0.0
131	0.0	0.0	0.0	0.0	0.0	0.0	0.0
132	2.0	3.0	2.0	3.0	2.0	4.0	2.0
133	0.0	2.0	0.0	0.0	0.3330000000000002	2.667	0.0
134	0.0	0.0	0.0	0.0	0.0	0.0	0.0
135	2.0	0.0	2.0	0.0	2.0	4.0	2.0
136	1.0	3.0	1.0	2.0	2.6660000000000004	9.334	3.0
137	2.0	0.0	0.0	0.0	2.0	4.0	0.0
138	3.0	0.0	3.0	0.0	3.0	6.0	3.0
139	2.0	1.0	2.0	1.0	1.3330000000000002	4.667	2.0
140	0.0	0.0	0.0	0.0	0.0	0.0	0.0
141	2.0	3.0	1.0	1.0	3.0	6.0	2.0
142	0.0	5.0	0.0	1.0	1.6660000000000004	7.334	1.0
143	1.0	0.0	1.0	0.0	1.0	2.0	1.0
144	0.0	0.0	0.0	0.0	0.0	0.0	0.0
145	2.0	0.0	1.0	0.0	2.0	4.0	1.0
146	1.0	0.0	0.0	0.0	0.3330000000000002	2.667	0.0
147	1.0	0.0	1.0	0.0	1.0	2.0	1.0
148	0.0	0.0	0.0	0.0	0.0	0.0	0.0
149	1.0	0.0	1.0	0.0	1.0	2.0	1.0
150	1.0	0.0	1.0	0.0	0.6680000000000001	2.332	1.0
151	0.0	0.0	0.0	0.0	0.0	0.0	0.0
152	2.0	0.0	0.0	0.0	2.0	4.0	0.0
153	1.0	0.0	1.0	0.0	1.0	2.0	1.0
154	2.0	0.0	1.0	0.0	2.0	4.0	1.0
155	3.0	0.0	1.0	0.0	0.9990000000000006	8.001	1.0
156	3.0	0.0	1.0	0.0	2.3360000000000003	6.664	1.0
157	3.0	0.0	2.0	0.0	3.0	6.0	2.0
158	2.0	0.0	2.0	0.0	2.068	3.932	2.0
159	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
160	1.0	0.0	0.0	0.0	1.0	2.0	0.0
161	1.0	0.0	0.0	0.0	0.3330000000000002	2.667	0.0
162	2.0	0.0	2.0	0.0	2.0	4.0	2.0
163	2.0	2.0	2.0	1.0	1.6690000000000005	7.3309999999999995	2.0
164	2.0	0.0	1.0	0.0	0.6660000000000004	5.334	1.0
165	3.0	0.0	2.0	0.0	3.068	5.932	2.0
166	2.0	0.0	1.0	0.0	2.0	4.0	1.0
167	4.0	0.0	2.0	0.0	4.0	8.0	2.0
168	1.0	0.0	1.0	0.0	1.0	2.0	1.0
169	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
170	4.0	0.0	3.0	0.0	4.0	8.0	3.0
171	4.0	0.0	2.0	0.0	4.0	8.0	2.0
172	2.0	0.0	1.0	0.0	0.6660000000000004	5.334	1.0
173	3.0	0.0	2.0	0.0	3.0	6.0	2.0
174	1.0	0.0	1.0	0.0	1.0	2.0	1.0
175	2.0	0.0	1.0	0.0	2.0	4.0	1.0
176	1.0	0.0	1.0	0.0	1.0	2.0	1.0
177	2.0	0.0	1.0	0.0	2.0	4.0	1.0
178	2.0	0.0	1.0	0.0	1.3360000000000003	4.664	1.0
179	2.0	0.0	0.0	0.0	0.6660000000000004	5.334	0.0
180	3.0	2.0	2.0	1.0	1.3320000000000007	10.668	2.0
181	3.0	0.0	1.0	0.0	3.468	5.532	1.0
182	2.0	0.0	2.0	0.0	0.6660000000000004	5.334	2.0
183	3.0	0.0	3.0	0.0	0.9990000000000006	8.001	3.0
184	4.0	3.0	3.0	3.0	4.333	10.667	4.0
185	2.0	0.0	0.0	0.0	2.0	4.0	0.0
186	2.0	0.0	1.0	0.0	2.0	4.0	1.0
187	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
188	1.0	0.0	1.0	0.0	1.0	2.0	1.0
189	3.0	0.0	1.0	0.0	3.0	6.0	1.0
190	3.0	0.0	2.0	0.0	3.068	5.932	2.0
191	3.0	0.0	2.0	0.0	3.0	6.0	2.0
