all_syn	all_nonSyn	tip_syn	tip_nonSyn	S	N	comparisons
001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
002	1.0	1.0	1.0	1.0	2.0	4.0	2.0
003	2.0	3.0	1.0	2.0	4.0	8.0	2.0
004	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
005	2.0	0.0	1.0	0.0	2.0	4.0	1.0
006	1.0	3.0	0.0	2.0	2.333	6.667	2.0
007	1.0	0.0	1.0	0.0	1.0	2.0	1.0
008	0.0	1.0	0.0	1.0	1.0	2.0	1.0
009	3.0	0.0	1.0	0.0	3.068	5.932	1.0
010	2.0	0.0	1.0	0.0	2.0	4.0	1.0
011	0.0	1.0	0.0	0.0	0.6680000000000001	2.332	0.0
012	1.0	1.0	1.0	1.0	2.0	4.0	2.0
013	1.0	0.0	1.0	0.0	1.0	2.0	1.0
014	0.0	0.0	0.0	0.0	0.0	0.0	0.0
015	2.0	1.0	1.0	1.0	3.0	6.0	2.0
016	1.0	2.0	1.0	2.0	0.0	3.0	1.0
017	0.0	0.0	0.0	0.0	0.0	0.0	0.0
018	0.0	0.0	0.0	0.0	0.0	0.0	0.0
019	0.0	0.0	0.0	0.0	0.0	0.0	0.0
020	0.0	0.0	0.0	0.0	0.0	0.0	0.0
021	0.0	0.0	0.0	0.0	0.0	0.0	0.0
022	0.0	2.0	0.0	2.0	0.6680000000000001	2.332	1.0
023	0.0	0.0	0.0	0.0	0.0	0.0	0.0
024	1.0	0.0	1.0	0.0	1.0	2.0	1.0
025	1.0	0.0	1.0	0.0	1.0	2.0	1.0
026	2.0	0.0	1.0	0.0	1.3360000000000003	4.664	1.0
027	2.0	0.0	1.0	0.0	2.0	4.0	1.0
028	1.0	0.0	0.0	0.0	1.0	2.0	0.0
029	1.0	0.0	1.0	0.0	1.0	2.0	1.0
030	0.0	0.0	0.0	0.0	0.0	0.0	0.0
031	0.0	0.0	0.0	0.0	0.0	0.0	0.0
032	2.0	0.0	2.0	0.0	2.0	4.0	2.0
033	3.0	0.0	2.0	0.0	0.9990000000000006	8.001	2.0
034	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
035	2.0	2.0	2.0	2.0	2.668	6.332	3.0
036	0.0	1.0	0.0	1.0	0.3330000000000002	2.667	1.0
037	0.0	0.0	0.0	0.0	0.0	0.0	0.0
038	1.0	1.0	1.0	1.0	0.6660000000000004	5.334	2.0
039	1.0	0.0	1.0	0.0	0.3330000000000002	2.667	1.0
040	1.0	0.0	1.0	0.0	1.0	2.0	1.0
041	2.0	2.0	0.0	1.0	3.068	5.932	1.0
042	0.0	0.0	0.0	0.0	0.0	0.0	0.0
043	0.0	1.0	0.0	1.0	0.6680000000000001	2.332	1.0
044	0.0	2.0	0.0	2.0	1.0	2.0	1.0
